price,total,transaction_date,type,units_traded
37062000,200134,2023-05-30 12:58:53,1,0.0054
37062000,500337,2023-05-30 12:59:06,1,0.0135
37061000,6026118,2023-05-30 12:59:06,1,0.1626
37055000,4257619,2023-05-30 12:59:16,0,0.1149
37063000,7412,2023-05-30 12:59:20,0,0.0002
37074000,978753,2023-05-30 12:55:54,1,0.0264
37063000,7412,2023-05-30 12:59:20,0,0.0002
37063000,567063,2023-05-30 12:59:24,0,0.0153
37063000,589301,2023-05-30 12:59:30,0,0.0159
37062000,904312,2023-05-30 12:59:46,0,0.0244
37062000,2801887,2023-05-30 12:59:48,0,0.0756
37063000,600420,2023-05-30 12:59:48,0,0.0162
37064000,39843800,2023-05-30 12:59:48,0,1.075
37065000,715354,2023-05-30 12:59:48,0,0.0193
37067000,30168831,2023-05-30 12:59:48,0,0.8139
37065000,300226,2023-05-30 12:56:52,1,0.0081
37063000,151958,2023-05-30 12:56:52,1,0.0041
37065000,715354,2023-05-30 12:59:48,0,0.0193
37067000,30168831,2023-05-30 12:59:48,0,0.8139
37067000,14826,2023-05-30 13:00:31,1,0.0004
37071000,2910073,2023-05-30 13:00:31,1,0.0785
37065000,1675338,2023-05-30 13:00:31,1,0.0452
37075000,3707,2023-05-30 13:00:40,0,0.0001
37062000,459568,2023-05-30 13:00:41,1,0.0124
37062000,359501,2023-05-30 13:00:44,1,0.0097
37075000,3707,2023-05-30 13:00:46,0,0.0001
37075000,737792,2023-05-30 13:00:51,0,0.0199
37075000,3707,2023-05-30 13:00:56,0,0.0001
37064000,3083724,2023-05-30 13:00:57,1,0.0832
37062000,1930930,2023-05-30 13:00:57,1,0.0521
37063000,848742,2023-05-30 12:57:24,1,0.0229
37074000,652502,2023-05-30 12:57:30,0,0.0176
37064000,3083724,2023-05-30 13:00:57,1,0.0832
37062000,1930930,2023-05-30 13:00:57,1,0.0521
37075000,533880,2023-05-30 13:01:06,0,0.0144
37066000,96371,2023-05-30 13:01:20,1,0.0026
37066000,159383,2023-05-30 13:01:20,1,0.0043
37066000,203863,2023-05-30 13:01:21,1,0.0055
37069000,4711469,2023-05-30 13:01:26,1,0.1271
37074000,8026521,2023-05-30 12:57:40,1,0.2165
37069000,4711469,2023-05-30 13:01:26,1,0.1271
37062000,3706,2023-05-30 13:01:27,1,0.0001
37062000,648585,2023-05-30 13:01:28,1,0.0175
37062000,74124,2023-05-30 13:01:32,1,0.002
37062000,3706,2023-05-30 13:01:34,1,0.0001
37062000,541105,2023-05-30 13:01:51,1,0.0146
37064000,3706,2023-05-30 13:01:51,1,0.0001
37062000,1278639,2023-05-30 13:01:51,1,0.0345
37072000,3206728,2023-05-30 12:57:52,0,0.0865
37062000,1278639,2023-05-30 13:01:51,1,0.0345
37062000,1438005,2023-05-30 13:01:59,1,0.0388
37063000,3706,2023-05-30 13:02:07,1,0.0001
37062000,103773,2023-05-30 13:02:07,1,0.0028
37062000,3706,2023-05-30 13:02:11,1,0.0001
37063000,1623359,2023-05-30 12:58:11,1,0.0438
37062000,3706,2023-05-30 13:02:11,1,0.0001
37063000,3706,2023-05-30 13:02:18,0,0.0001
37071000,559772,2023-05-30 13:02:18,0,0.0151
37062000,485512,2023-05-30 13:02:20,1,0.0131
37062000,3398585,2023-05-30 13:02:22,1,0.0917
37062000,307614,2023-05-30 13:02:22,0,0.0083
37061000,1641802,2023-05-30 13:02:27,1,0.0443
37060000,174182,2023-05-30 13:02:28,1,0.0047
37061000,252014,2023-05-30 13:02:28,1,0.0068
37071000,370710,2023-05-30 13:02:28,0,0.01
37060000,51884,2023-05-30 13:02:30,1,0.0014
37066000,4625836,2023-05-30 13:02:30,0,0.1248
37060000,14824,2023-05-30 13:02:33,1,0.0004
37060000,3706,2023-05-30 13:02:44,1,0.0001
37062000,3706,2023-05-30 13:02:53,1,0.0001
37071000,3707,2023-05-30 13:03:03,0,0.0001
37060000,11118,2023-05-30 13:03:07,1,0.0003
37060000,3706,2023-05-30 13:03:16,1,0.0001
37071000,3707,2023-05-30 13:03:21,0,0.0001
37071000,722884,2023-05-30 13:03:22,1,0.0195
37071000,1063937,2023-05-30 13:03:25,1,0.0287
37071000,1616295,2023-05-30 13:03:26,1,0.0436
37072000,4233622,2023-05-30 13:03:48,1,0.1142
37071000,3707,2023-05-30 13:03:49,1,0.0001
37071000,615378,2023-05-30 13:03:51,1,0.0166
37067000,2906052,2023-05-30 13:04:10,1,0.0784
37064000,1004434,2023-05-30 13:05:01,1,0.0271
37071000,704349,2023-05-30 13:05:29,0,0.019
37064000,1334304,2023-05-30 13:05:30,1,0.036000000000000004
37064000,263154,2023-05-30 13:05:30,1,0.0071
37064000,481832,2023-05-30 13:05:30,1,0.013000000000000001
37063000,3706,2023-05-30 13:05:31,1,0.0001
37062000,3139151,2023-05-30 13:05:31,1,0.0847
37064000,33983981,2023-05-30 13:05:31,1,0.9169
37061000,13482791,2023-05-30 13:05:31,1,0.3638
37071000,11121,2023-05-30 13:05:33,0,0.0003
37069000,2465088,2023-05-30 13:05:44,1,0.0665
37071000,307689,2023-05-30 13:05:57,0,0.0083
37071000,722884,2023-05-30 13:05:57,0,0.0195
37071000,4900786,2023-05-30 13:05:58,0,0.1322
37071000,722884,2023-05-30 13:05:58,0,0.0195
37067000,533764,2023-05-30 13:06:03,1,0.0144
37067000,10008090,2023-05-30 13:06:05,1,0.27
37068000,11339101,2023-05-30 13:06:08,1,0.3059
37068000,4948578,2023-05-30 13:06:11,1,0.1335
37070000,81554,2023-05-30 13:06:13,0,0.0022
37070000,722865,2023-05-30 13:06:14,0,0.0195
37068000,1504960,2023-05-30 13:06:15,1,0.0406
37070000,196471,2023-05-30 13:06:15,0,0.0053
37071000,526408,2023-05-30 13:06:15,0,0.0142
37068000,12410366,2023-05-30 13:06:18,1,0.3348
37071000,500458,2023-05-30 13:06:27,0,0.0135
37071000,556065,2023-05-30 13:06:30,1,0.015
37071000,722884,2023-05-30 13:06:30,1,0.0195
37072000,3043611,2023-05-30 13:06:37,0,0.0821
37073000,281754,2023-05-30 13:06:40,0,0.0076
37062000,307614,2023-05-30 13:02:22,0,0.0083
37073000,281754,2023-05-30 13:06:40,0,0.0076
37068000,3706,2023-05-30 13:06:46,1,0.0001
37068000,3706,2023-05-30 13:06:53,1,0.0001
37068000,144565,2023-05-30 13:07:03,1,0.0039
37073000,719216,2023-05-30 13:07:06,0,0.0194
37072000,2836008,2023-05-30 13:07:06,0,0.0765
37069000,1004569,2023-05-30 13:07:07,1,0.0271
37069000,2120346,2023-05-30 13:07:08,1,0.0572
37069000,3706,2023-05-30 13:07:10,1,0.0001
37068000,1193589,2023-05-30 13:07:10,1,0.0322
37068000,518952,2023-05-30 13:07:12,1,0.013999999999999999
37068000,392920,2023-05-30 13:07:13,1,0.0106
37068000,292837,2023-05-30 13:07:14,1,0.0079
37070000,804419,2023-05-30 13:07:16,1,0.0217
37070000,1152877,2023-05-30 13:07:16,1,0.0311
37070000,722865,2023-05-30 13:07:16,0,0.0195
37068000,496711,2023-05-30 13:07:19,1,0.0134
37068000,3013628,2023-05-30 13:07:19,1,0.0813
37068000,1252898,2023-05-30 13:07:19,1,0.0338
37067000,1412252,2023-05-30 13:07:19,1,0.0381
37067000,867367,2023-05-30 13:07:19,1,0.0234
37066000,785799,2023-05-30 13:07:19,1,0.0212
37067000,722806,2023-05-30 13:07:19,0,0.0195
37064000,1805016,2023-05-30 13:07:23,1,0.0487
37064000,452180,2023-05-30 13:07:23,1,0.0122
37089000,1880412,2023-05-30 13:07:26,0,0.0507
37070000,81554,2023-05-30 13:07:26,0,0.0022
37074000,3707,2023-05-30 13:07:26,0,0.0001
37075000,3288552,2023-05-30 13:07:26,0,0.0887
37076000,1282829,2023-05-30 13:07:26,0,0.0346
37078000,5272491,2023-05-30 13:07:26,0,0.1422
37081000,5035599,2023-05-30 13:07:26,0,0.1358
37082000,2035801,2023-05-30 13:07:26,0,0.0549
37083000,3200262,2023-05-30 13:07:26,0,0.0863
37084000,144627,2023-05-30 13:07:26,0,0.0039
37086000,738011,2023-05-30 13:07:26,0,0.0199
37092000,89587,2023-05-30 13:07:26,0,0.00241529
37070000,2168595,2023-05-30 13:07:33,1,0.0585
37071000,1575517,2023-05-30 13:07:35,1,0.0425
37071000,2068561,2023-05-30 13:07:35,1,0.0558
37070000,1119514,2023-05-30 13:07:35,1,0.0302
37069000,704311,2023-05-30 13:07:35,1,0.019
37068000,1764436,2023-05-30 13:07:35,1,0.0476
37066000,1749515,2023-05-30 13:07:35,1,0.0472
37063000,329860,2023-05-30 13:07:35,1,0.0089
37065000,151966,2023-05-30 13:07:36,1,0.0041
37065000,151966,2023-05-30 13:07:36,1,0.0041
37068000,12410366,2023-05-30 13:06:18,1,0.3348
37071000,500458,2023-05-30 13:06:27,0,0.0135
37065000,151966,2023-05-30 13:07:36,1,0.0041
37065000,151966,2023-05-30 13:07:36,1,0.0041
37065000,1319514,2023-05-30 13:07:37,1,0.0356
37088000,63049,2023-05-30 13:07:37,0,0.0017
37067000,274295,2023-05-30 13:07:46,1,0.0074
37067000,1278811,2023-05-30 13:07:53,1,0.0345
37069000,215000,2023-05-30 13:07:56,1,0.0058
37071000,682106,2023-05-30 13:08:09,1,0.0184
37071000,748834,2023-05-30 13:08:10,1,0.0202
37071000,1649659,2023-05-30 13:08:11,1,0.0445
37069000,19249931,2023-05-30 13:08:11,1,0.5193
37069000,2198191,2023-05-30 13:08:13,1,0.0593
37087000,40176,2023-05-30 13:08:22,0,0.00108331
37070000,1879449,2023-05-30 13:08:24,1,0.0507
37070000,315095,2023-05-30 13:08:26,1,0.0085
37070000,281732,2023-05-30 13:08:26,1,0.0076
37069000,4622504,2023-05-30 13:08:27,1,0.1247
37068000,1764436,2023-05-30 13:08:29,1,0.0476
37067000,10853217,2023-05-30 13:08:29,1,0.2928
37067000,1123130,2023-05-30 13:08:31,1,0.0303
37074000,1078853,2023-05-30 13:08:36,0,0.0291
37067000,948915,2023-05-30 13:08:38,1,0.0256
37067000,1123130,2023-05-30 13:08:45,1,0.0303
37067000,3558432,2023-05-30 13:08:52,1,0.096
37080000,493164,2023-05-30 13:08:52,0,0.0133
37067000,682032,2023-05-30 13:09:00,1,0.0184
37067000,222402,2023-05-30 13:09:02,1,0.006
37067000,1123130,2023-05-30 13:09:11,1,0.0303
37067000,422563,2023-05-30 13:09:11,1,0.0114
37067000,237228,2023-05-30 13:09:14,1,0.0064
37074000,4860401,2023-05-30 13:09:19,0,0.1311
37067000,2261087,2023-05-30 13:09:22,1,0.061
37067000,329896,2023-05-30 13:09:24,1,0.0089
37067000,845127,2023-05-30 13:09:27,1,0.0228
37067000,318776,2023-05-30 13:09:28,1,0.0086
37067000,845127,2023-05-30 13:09:33,1,0.0228
37067000,2209193,2023-05-30 13:09:38,1,0.0596
37067000,1549400,2023-05-30 13:09:42,1,0.0418
37067000,808060,2023-05-30 13:09:44,1,0.0218
37067000,459630,2023-05-30 13:09:46,1,0.0124
37067000,808060,2023-05-30 13:09:48,1,0.0218
37067000,496697,2023-05-30 13:09:48,1,0.0134
37067000,1345532,2023-05-30 13:09:50,1,0.0363
37067000,404030,2023-05-30 13:09:52,1,0.0109
37071000,1575517,2023-05-30 13:07:35,1,0.0425
37067000,404030,2023-05-30 13:09:52,1,0.0109
37067000,1071236,2023-05-30 13:09:54,1,0.0289
37067000,404030,2023-05-30 13:09:57,1,0.0109
37067000,404030,2023-05-30 13:09:59,1,0.0109
37067000,1864470,2023-05-30 13:10:04,1,0.0503
37068000,1764436,2023-05-30 13:07:35,1,0.0476
37067000,1864470,2023-05-30 13:10:04,1,0.0503
37067000,1675428,2023-05-30 13:10:08,1,0.0452
37067000,722806,2023-05-30 13:10:09,1,0.0195
37067000,722806,2023-05-30 13:10:10,1,0.0195
37070000,3547599,2023-05-30 13:10:10,0,0.0957
37067000,307656,2023-05-30 13:10:11,1,0.0083
37061000,11355490,2023-05-30 13:10:18,1,0.3064
37061000,5307135,2023-05-30 13:10:19,0,0.1432
37061000,44473,2023-05-30 13:10:19,0,0.0012
37063000,415105,2023-05-30 13:10:19,1,0.0112
37063000,1349093,2023-05-30 13:10:22,1,0.0364
37074000,18537,2023-05-30 13:10:35,0,0.0005
37072000,1545902,2023-05-30 13:10:44,1,0.0417
37072000,3547790,2023-05-30 13:10:50,1,0.0957
37072000,2654355,2023-05-30 13:11:00,1,0.0716
37072000,1590388,2023-05-30 13:11:04,1,0.0429
37072000,722904,2023-05-30 13:11:04,1,0.0195
37072000,4900918,2023-05-30 13:11:04,1,0.1322
37073000,2398623,2023-05-30 13:11:06,0,0.0647
37072000,2053788,2023-05-30 13:11:08,1,0.0554
37072000,722904,2023-05-30 13:11:08,1,0.0195
37072000,4900918,2023-05-30 13:11:09,1,0.1322
37072000,5308710,2023-05-30 13:11:10,1,0.1432
37072000,8026088,2023-05-30 13:11:10,1,0.2165
37072000,722904,2023-05-30 13:11:10,1,0.0195
37072000,474521,2023-05-30 13:11:10,1,0.0128
37070000,29656,2023-05-30 13:11:12,0,0.0008
37061000,1345314,2023-05-30 13:11:13,1,0.0363
37070000,3707,2023-05-30 13:11:18,0,0.0001
37072000,5964884,2023-05-30 13:11:19,0,0.1609
37073000,3088180,2023-05-30 13:11:19,0,0.0833
37074000,15285610,2023-05-30 13:11:19,0,0.4123
37061000,1130360,2023-05-30 13:11:29,1,0.0305
37072000,596859,2023-05-30 13:11:31,0,0.0161
37072000,415206,2023-05-30 13:11:32,0,0.0112
37061000,122301,2023-05-30 13:11:33,1,0.0033
37061000,66709,2023-05-30 13:11:36,1,0.0018
37060000,133416,2023-05-30 13:11:36,1,0.0036
37056000,2041785,2023-05-30 13:11:38,1,0.0551
37060000,1185920,2023-05-30 13:11:38,1,0.032
37060000,1297100,2023-05-30 13:11:38,1,0.035
37059000,3705,2023-05-30 13:11:38,1,0.0001
37057000,3242487,2023-05-30 13:11:38,1,0.0875
37055000,2149190,2023-05-30 13:11:38,1,0.057999999999999996
37071000,645035,2023-05-30 13:11:40,0,0.0174
37071000,622792,2023-05-30 13:11:41,0,0.0168
37072000,863777,2023-05-30 13:11:42,0,0.0233
37072000,2424508,2023-05-30 13:11:42,0,0.0654
37074000,4741764,2023-05-30 13:11:44,0,0.1279
37074000,1201197,2023-05-30 13:11:44,0,0.0324
37074000,218736,2023-05-30 13:11:45,0,0.0059
37074000,900898,2023-05-30 13:11:45,0,0.0243
37074000,2888064,2023-05-30 13:11:46,0,0.0779
37074000,1397689,2023-05-30 13:11:48,0,0.0377
37074000,3088264,2023-05-30 13:11:49,0,0.0833
37074000,1627548,2023-05-30 13:11:50,0,0.0439
37073000,22243,2023-05-30 13:11:56,0,0.0006
37074000,659917,2023-05-30 13:11:56,0,0.0178
37071000,396659,2023-05-30 13:11:59,1,0.0107
37074000,3707,2023-05-30 13:11:59,0,0.0001
37071000,200183,2023-05-30 13:12:04,1,0.0054
37071000,259497,2023-05-30 13:12:10,1,0.006999999999999999
37071000,140869,2023-05-30 13:12:13,1,0.0038
37063000,574476,2023-05-30 13:12:13,1,0.0155
37071000,397757,2023-05-30 13:12:14,0,0.01072962
37072000,2654355,2023-05-30 13:11:00,1,0.0716
37071000,397757,2023-05-30 13:12:14,0,0.01072962
37066000,2542727,2023-05-30 13:12:24,0,0.0686
37060000,1248922,2023-05-30 13:12:39,1,0.0337
37071000,2999,2023-05-30 13:12:39,0,8.092e-05
37071000,107505,2023-05-30 13:12:47,0,0.0029
37073000,2398623,2023-05-30 13:11:06,0,0.0647
37071000,107505,2023-05-30 13:12:47,0,0.0029
37057000,92642,2023-05-30 13:13:11,1,0.0025
37057000,107465,2023-05-30 13:13:14,1,0.0029
37056000,114873,2023-05-30 13:13:14,1,0.0031
37061000,4602976,2023-05-30 13:13:20,1,0.1242
37056000,103756,2023-05-30 13:13:22,1,0.0028
37066000,329887,2023-05-30 13:13:33,0,0.0089
37056000,66700,2023-05-30 13:14:02,1,0.0018
37054000,381656,2023-05-30 13:14:02,1,0.0103
37062000,66711,2023-05-30 13:14:07,0,0.0018
37062000,66711,2023-05-30 13:14:07,0,0.0018
37050000,59280,2023-05-30 13:14:11,1,0.0016
37056000,3031180,2023-05-30 13:14:12,1,0.0818
37050000,233415,2023-05-30 13:14:13,1,0.0063
37062000,1082210,2023-05-30 13:14:16,0,0.0292
37050000,62985,2023-05-30 13:14:16,0,0.0017
37049000,25934,2023-05-30 13:14:17,1,0.0007
37049000,25934,2023-05-30 13:14:20,1,0.0007
37062000,366913,2023-05-30 13:14:22,0,0.0099
37062000,481806,2023-05-30 13:14:24,0,0.013000000000000001
37062000,255727,2023-05-30 13:14:29,0,0.0069
37060000,1185920,2023-05-30 13:11:38,1,0.032
37062000,255727,2023-05-30 13:14:29,0,0.0069
37049000,607603,2023-05-30 13:14:30,1,0.0164
37049000,207474,2023-05-30 13:14:35,1,0.0056
37062000,2990903,2023-05-30 13:14:52,0,0.0807
37057000,3242487,2023-05-30 13:11:38,1,0.0875
37062000,2990903,2023-05-30 13:14:52,0,0.0807
37062000,696765,2023-05-30 13:14:53,0,0.0188
37061000,159362,2023-05-30 13:15:00,0,0.0043
37048000,11114,2023-05-30 13:15:10,1,0.0003
37046000,344527,2023-05-30 13:15:11,0,0.0093
37049000,4049455,2023-05-30 13:15:35,1,0.1093
37044000,7971868,2023-05-30 13:15:38,1,0.2152
37047000,3704,2023-05-30 13:16:00,1,0.0001
37047000,3704,2023-05-30 13:16:09,1,0.0001
37047000,233396,2023-05-30 13:16:15,1,0.0063
37047000,3704,2023-05-30 13:16:16,1,0.0001
37051000,2945554,2023-05-30 13:16:31,1,0.0795
37047000,1107705,2023-05-30 13:16:35,1,0.0299
37044000,1318766,2023-05-30 13:16:36,1,0.0356
37044000,266716,2023-05-30 13:16:36,1,0.0072
37044000,166698,2023-05-30 13:16:36,1,0.0045
37044000,196333,2023-05-30 13:16:37,1,0.0053
37044000,196333,2023-05-30 13:16:37,1,0.0053
37044000,577886,2023-05-30 13:17:03,1,0.0156
37044000,566773,2023-05-30 13:17:15,1,0.0153
37044000,211150,2023-05-30 13:17:23,1,0.0057
37044000,711244,2023-05-30 13:17:27,1,0.0192
37071000,140869,2023-05-30 13:12:13,1,0.0038
37044000,711244,2023-05-30 13:17:27,1,0.0192
37044000,400075,2023-05-30 13:17:39,1,0.0108
37046000,285254,2023-05-30 13:17:44,1,0.0077
37044000,170402,2023-05-30 13:17:45,1,0.0046
37050000,3249285,2023-05-30 13:17:53,0,0.0877
37045000,200043,2023-05-30 13:17:59,1,0.0054
37045000,29636,2023-05-30 13:18:02,1,0.0008
37044000,1607709,2023-05-30 13:18:10,1,0.0434
37049000,3171394,2023-05-30 13:18:17,1,0.0856
37044000,837194,2023-05-30 13:18:19,1,0.0226
37044000,1077980,2023-05-30 13:18:30,1,0.0291
37044000,507502,2023-05-30 13:18:36,1,0.0137
37049000,3564113,2023-05-30 13:18:42,1,0.0962
37066000,329887,2023-05-30 13:13:33,0,0.0089
37049000,3564113,2023-05-30 13:18:42,1,0.0962
37044000,37044,2023-05-30 13:18:50,1,0.001
37044000,10361206,2023-05-30 13:18:54,1,0.2797
37044000,12076344,2023-05-30 13:18:54,1,0.326
37043000,1500241,2023-05-30 13:18:54,1,0.0405
37042000,3078190,2023-05-30 13:18:54,1,0.0831
37042000,5304414,2023-05-30 13:18:55,0,0.1432
37042000,3893114,2023-05-30 13:18:55,0,0.1051
37055000,33831215,2023-05-30 13:18:55,0,0.9129999999999999
37055000,200097,2023-05-30 13:18:56,1,0.0054
37055000,722572,2023-05-30 13:18:56,1,0.0195
37055000,1156116,2023-05-30 13:18:58,1,0.0312
37055000,70404,2023-05-30 13:18:58,0,0.0019
37055000,300145,2023-05-30 13:19:04,1,0.0081
37057000,370570,2023-05-30 13:19:14,0,0.01
37057000,1078358,2023-05-30 13:19:16,0,0.0291
37044000,1003892,2023-05-30 13:19:23,1,0.0271
37044000,411188,2023-05-30 13:19:34,0,0.0111
37044000,396370,2023-05-30 13:19:36,0,0.0107
37044000,3704,2023-05-30 13:19:44,0,0.0001
37040000,3704,2023-05-30 13:19:45,1,0.0001
37037000,1244443,2023-05-30 13:19:48,1,0.0336
37042000,185993,2023-05-30 13:19:49,0,0.00502116
37037000,422221,2023-05-30 13:19:50,1,0.0114
37033000,255527,2023-05-30 13:19:51,1,0.0069
37037000,3718514,2023-05-30 13:19:51,1,0.1004
37033000,29626,2023-05-30 13:19:53,1,0.0008
37033000,5814181,2023-05-30 13:19:58,1,0.157
37033000,1248012,2023-05-30 13:19:58,1,0.0337
37033000,255527,2023-05-30 13:20:00,1,0.0069
37033000,4895762,2023-05-30 13:20:01,1,0.1322
37033000,381439,2023-05-30 13:20:02,1,0.0103
37033000,5303125,2023-05-30 13:20:02,1,0.1432
37033000,333297,2023-05-30 13:20:03,1,0.009000000000000001
37032000,1951586,2023-05-30 13:20:04,1,0.0527
37032000,377726,2023-05-30 13:20:07,1,0.0102
37030000,3703,2023-05-30 13:20:14,1,0.0001
37024000,388752,2023-05-30 13:20:14,1,0.0105
37024000,48131,2023-05-30 13:20:26,1,0.0013
37023000,162901,2023-05-30 13:20:47,1,0.0044
37024000,133286,2023-05-30 13:21:03,0,0.0036
37033000,4895762,2023-05-30 13:21:03,0,0.1322
37028000,70353,2023-05-30 13:21:04,1,0.0019
37023000,4650088,2023-05-30 13:21:04,1,0.1256
37033000,11109,2023-05-30 13:21:06,0,0.0003
37033000,8017644,2023-05-30 13:21:07,0,0.2165
37033000,722143,2023-05-30 13:21:07,0,0.0195
37033000,4895762,2023-05-30 13:21:08,0,0.1322
37033000,5303125,2023-05-30 13:21:08,0,0.1432
37033000,722143,2023-05-30 13:21:08,0,0.0195
37027000,714621,2023-05-30 13:21:10,1,0.0193
37033000,425879,2023-05-30 13:21:10,0,0.0115
37027000,733134,2023-05-30 13:21:13,1,0.0198
37044000,10361206,2023-05-30 13:18:54,1,0.2797
37027000,733134,2023-05-30 13:21:13,1,0.0198
37027000,362864,2023-05-30 13:21:21,1,0.0098
37027000,340648,2023-05-30 13:21:22,1,0.0092
37026000,955270,2023-05-30 13:21:24,0,0.0258
37027000,162918,2023-05-30 13:21:30,0,0.0044
37043000,2617871,2023-05-30 13:21:43,0,0.07067116
37042000,3893114,2023-05-30 13:18:55,0,0.1051
37043000,2617871,2023-05-30 13:21:43,0,0.07067116
37029000,85166,2023-05-30 13:21:55,1,0.0023
37029000,74058,2023-05-30 13:21:56,1,0.002
37035000,1703610,2023-05-30 13:22:23,0,0.046
37035000,722182,2023-05-30 13:22:24,1,0.0195
37034000,722163,2023-05-30 13:22:26,0,0.0195
37030000,288834,2023-05-30 13:22:34,1,0.0078
37030000,3414166,2023-05-30 13:22:34,0,0.0922
37041000,1281618,2023-05-30 13:22:55,0,0.0346
37035000,1274004,2023-05-30 13:23:00,1,0.0344
37041000,22224,2023-05-30 13:23:08,0,0.0006
37030000,722085,2023-05-30 13:23:16,1,0.0195
37030000,3703,2023-05-30 13:23:20,1,0.0001
37029000,822043,2023-05-30 13:23:20,1,0.0222
37029000,496188,2023-05-30 13:23:34,1,0.0134
37028000,1762532,2023-05-30 13:23:34,1,0.0476
37029000,722065,2023-05-30 13:23:39,0,0.0195
37037000,422221,2023-05-30 13:19:50,1,0.0114
37029000,722065,2023-05-30 13:23:39,0,0.0195
37029000,477674,2023-05-30 13:23:40,0,0.0129
37031000,1599739,2023-05-30 13:23:49,1,0.0432
37037000,992591,2023-05-30 13:23:50,0,0.0268
37037000,103703,2023-05-30 13:24:07,0,0.0028
37032000,3643948,2023-05-30 13:24:13,1,0.0984
37038000,1399999,2023-05-30 13:24:33,0,0.03779901
37026000,22215,2023-05-30 13:24:40,1,0.0006
37023000,858933,2023-05-30 13:24:40,1,0.0232
37023000,840422,2023-05-30 13:24:57,1,0.0227
37028000,3306600,2023-05-30 13:25:07,1,0.0893
37027000,2328998,2023-05-30 13:25:07,1,0.0629
37034000,3692289,2023-05-30 13:25:14,0,0.0997
37026000,359152,2023-05-30 13:25:16,1,0.0097
37040000,1182651,2023-05-30 13:25:20,0,0.03192904
37026000,547984,2023-05-30 13:25:21,1,0.0148
37026000,1155211,2023-05-30 13:25:24,1,0.0312
37025000,836765,2023-05-30 13:25:24,1,0.0226
37025000,485027,2023-05-30 13:25:29,1,0.0131
37025000,673855,2023-05-30 13:25:37,1,0.0182
37040000,7408,2023-05-30 13:25:45,0,0.0002
37040000,722280,2023-05-30 13:25:47,1,0.0195
37040000,485224,2023-05-30 13:25:47,1,0.0131
37025000,1432867,2023-05-30 13:25:51,1,0.0387
37026000,18513,2023-05-30 13:26:13,1,0.0005
37030000,277725,2023-05-30 13:26:23,1,0.0075
37034000,796231,2023-05-30 13:26:29,1,0.0215
37038000,4348261,2023-05-30 13:26:37,0,0.1174
37025000,148100,2023-05-30 13:27:27,1,0.004
37042000,1152006,2023-05-30 13:27:59,0,0.0311
37043000,7408,2023-05-30 13:28:03,0,0.0002
37043000,348204,2023-05-30 13:28:04,1,0.0094
37045000,118544,2023-05-30 13:28:07,0,0.0032
37043000,396360,2023-05-30 13:28:22,1,0.0107
37043000,177806,2023-05-30 13:28:50,1,0.0048
37046000,2822905,2023-05-30 13:29:03,0,0.0762
37043000,329682,2023-05-30 13:29:08,1,0.0089
37048000,3704,2023-05-30 13:29:34,0,0.0001
37048000,722436,2023-05-30 13:29:35,0,0.0195
37048000,722436,2023-05-30 13:29:36,0,0.0195
37048000,722436,2023-05-30 13:29:39,0,0.0195
37048000,51867,2023-05-30 13:29:41,0,0.0014
37048000,722436,2023-05-30 13:29:50,0,0.0195
37048000,18524,2023-05-30 13:29:54,0,0.0005
37048000,740960,2023-05-30 13:29:55,0,0.02
37049000,2749035,2023-05-30 13:30:00,0,0.0742
37030000,722085,2023-05-30 13:23:16,1,0.0195
37049000,2749035,2023-05-30 13:30:00,0,0.0742
37054000,48170,2023-05-30 13:30:05,0,0.0013
37043000,3704,2023-05-30 13:30:22,1,0.0001
37048000,4116032,2023-05-30 13:30:27,1,0.1111
37054000,985636,2023-05-30 13:30:30,0,0.0266
37054000,218618,2023-05-30 13:30:49,0,0.0059
37048000,2137669,2023-05-30 13:31:31,0,0.0577
37054000,563220,2023-05-30 13:31:39,0,0.0152
37054000,1889754,2023-05-30 13:31:58,0,0.051
37044000,74088,2023-05-30 13:31:59,1,0.002
37044000,74088,2023-05-30 13:32:02,0,0.002
37055000,3516519,2023-05-30 13:32:02,0,0.0949
37055000,2449335,2023-05-30 13:32:04,0,0.0661
37055000,2831002,2023-05-30 13:32:06,0,0.0764
37055000,2449335,2023-05-30 13:32:08,0,0.0661
37056000,2112192,2023-05-30 13:32:10,0,0.057
37056000,7411,2023-05-30 13:32:48,0,0.0002
37057000,4424605,2023-05-30 13:32:48,0,0.1194
37058000,3705,2023-05-30 13:32:48,0,0.0001
37058000,463225,2023-05-30 13:32:49,1,0.0125
37060000,4354550,2023-05-30 13:32:53,0,0.1175
37057000,196402,2023-05-30 13:33:08,1,0.0053
37058000,11117,2023-05-30 13:33:08,1,0.0003
37052000,163028,2023-05-30 13:33:08,1,0.0044
37062000,85242,2023-05-30 13:33:14,0,0.0023
37062000,326145,2023-05-30 13:33:15,0,0.0088
37062000,344676,2023-05-30 13:33:24,0,0.0093
37062000,144541,2023-05-30 13:33:41,0,0.0039
37062000,2801887,2023-05-30 13:33:59,0,0.0756
37060000,1912296,2023-05-30 13:33:59,0,0.0516
37057000,11117,2023-05-30 13:34:13,1,0.0003
37057000,7411,2023-05-30 13:34:14,1,0.0002
37055000,3705,2023-05-30 13:34:14,1,0.0001
37048000,259336,2023-05-30 13:34:21,1,0.006999999999999999
37050000,3964350,2023-05-30 13:34:25,1,0.107
