price,total,transaction_date,type,units_traded
37130000,456699,2023-05-30 00:00:00,1,0.0123
37141000,1062232,2023-05-30 00:00:01,1,0.0286
37132000,133675,2023-05-30 00:00:01,1,0.0036
37125000,11137,2023-05-30 00:00:05,1,0.0003
37125000,115087,2023-05-30 00:00:11,1,0.0031
37136000,81699,2023-05-30 00:00:12,0,0.0022
37126000,2097619,2023-05-30 00:00:14,1,0.0565
37126000,81677,2023-05-30 00:00:15,1,0.0022
37136000,81699,2023-05-30 00:00:15,0,0.0022
37126000,924437,2023-05-30 00:00:16,1,0.0249
37126000,40838,2023-05-30 00:00:17,1,0.0011
37125000,40837,2023-05-30 00:00:17,1,0.0011
37125000,33412,2023-05-30 00:00:18,1,0.0009
37123000,170765,2023-05-30 00:00:18,1,0.0046
37132000,81690,2023-05-30 00:00:18,0,0.0022
37123000,37123,2023-05-30 00:00:20,1,0.001
37098000,44517,2023-05-30 00:00:20,1,0.0012
37126000,77964,2023-05-30 00:00:21,0,0.0021
37099000,712300,2023-05-30 00:00:21,1,0.0192
37124000,25986,2023-05-30 00:00:23,0,0.0007
37098000,1450531,2023-05-30 00:00:23,1,0.0391
37118000,7423,2023-05-30 00:00:25,0,0.0002
37118000,25982,2023-05-30 00:00:29,0,0.0007
37120000,9280000,2023-05-30 00:00:44,1,0.25
37120000,3467008,2023-05-30 00:00:45,1,0.0934
37114000,174435,2023-05-30 00:00:50,1,0.0047
37112000,4802292,2023-05-30 00:00:50,1,0.1294
37115000,705185,2023-05-30 00:01:00,1,0.019
37120000,18560,2023-05-30 00:01:00,1,0.0005
37116000,167022,2023-05-30 00:01:00,1,0.0045
37114000,1291567,2023-05-30 00:01:00,1,0.0348
37108000,3098518,2023-05-30 00:01:04,1,0.0835
37106000,1766245,2023-05-30 00:01:09,1,0.0476
37104000,857102,2023-05-30 00:01:09,1,0.0231
37115000,207844,2023-05-30 00:01:17,0,0.0056
37104000,1777281,2023-05-30 00:01:26,1,0.0479
37105000,979572,2023-05-30 00:01:26,1,0.0264
37103000,1213268,2023-05-30 00:01:26,1,0.0327
37111000,1005708,2023-05-30 00:01:31,0,0.0271
37106000,3450858,2023-05-30 00:01:33,0,0.09300000000000001
37101000,100172,2023-05-30 00:01:39,1,0.0027
37101000,396980,2023-05-30 00:01:41,0,0.0107
37101000,740396,2023-05-30 00:01:46,0,0.01995625
37101000,2594983,2023-05-30 00:01:52,0,0.06994375
37115000,55672,2023-05-30 00:01:53,0,0.0015
37100000,3164630,2023-05-30 00:01:58,1,0.0853
37068000,11120,2023-05-29 23:59:07,1,0.0003
37100000,3164630,2023-05-30 00:01:58,1,0.0853
37115000,55672,2023-05-30 00:02:00,0,0.0015
37113000,163297,2023-05-30 00:02:01,0,0.0044
37115000,656935,2023-05-30 00:02:01,0,0.0177
37115000,1183968,2023-05-30 00:02:05,1,0.0319
37157000,992091,2023-05-30 00:02:33,0,0.0267
37157000,100323,2023-05-30 00:02:33,0,0.0027
37155000,19999,2023-05-30 00:02:34,0,0.00053828
37134000,1522494,2023-05-30 00:02:36,1,0.040999999999999995
37134000,241371,2023-05-30 00:02:39,1,0.0065
37134000,29707,2023-05-30 00:02:41,1,0.0008
37134000,4185001,2023-05-30 00:02:42,1,0.1127
37126000,2097619,2023-05-30 00:00:14,1,0.0565
37134000,4185001,2023-05-30 00:02:42,1,0.1127
37143000,1322290,2023-05-30 00:03:00,0,0.0356
37151000,37151,2023-05-30 00:03:01,0,0.001
37134000,193096,2023-05-30 00:03:03,1,0.0052
37136000,167112,2023-05-30 00:03:04,1,0.0045
37134000,2358009,2023-05-30 00:03:04,1,0.0635
37159000,497930,2023-05-30 00:03:31,0,0.0134
37141000,2013042,2023-05-30 00:03:36,1,0.0542
37150000,4004770,2023-05-30 00:03:43,0,0.1078
37141000,51997,2023-05-30 00:03:43,1,0.0014
37145000,3001316,2023-05-30 00:03:49,1,0.0808
37145000,2120979,2023-05-30 00:03:49,1,0.0571
37163000,263857,2023-05-30 00:03:58,0,0.0071
37155000,1385881,2023-05-30 00:04:01,1,0.0373
37155000,2136412,2023-05-30 00:04:03,1,0.0575
37155000,3537156,2023-05-30 00:04:05,1,0.0952
37155000,847134,2023-05-30 00:04:07,1,0.0228
37155000,338110,2023-05-30 00:04:13,1,0.0091
37155000,1605096,2023-05-30 00:04:13,1,0.0432
37155000,352972,2023-05-30 00:04:16,1,0.0095
37155000,743100,2023-05-30 00:04:21,1,0.02
37112000,4802292,2023-05-30 00:00:50,1,0.1294
37155000,743100,2023-05-30 00:04:21,1,0.02
37152000,3388262,2023-05-30 00:04:28,0,0.0912
37145000,2611293,2023-05-30 00:04:32,1,0.0703
37156000,4912023,2023-05-30 00:04:33,1,0.1322
37156000,631652,2023-05-30 00:04:33,1,0.017
37145000,300874,2023-05-30 00:04:39,1,0.0081
37147000,898957,2023-05-30 00:04:46,1,0.0242
37167000,1029525,2023-05-30 00:04:55,1,0.0277
37158000,4087380,2023-05-30 00:05:02,0,0.11
37151000,743020,2023-05-30 00:05:35,1,0.02
37151000,1426598,2023-05-30 00:05:41,1,0.0384
37151000,1311430,2023-05-30 00:05:46,1,0.0353
37165000,1278476,2023-05-30 00:05:47,0,0.0344
37167000,761923,2023-05-30 00:05:47,0,0.0205
37168000,156105,2023-05-30 00:05:47,0,0.0042
37170000,888363,2023-05-30 00:05:47,0,0.0239
37153000,895387,2023-05-30 00:05:53,1,0.0241
37151000,245196,2023-05-30 00:05:55,1,0.0066
37151000,55726,2023-05-30 00:05:56,1,0.0015
37151000,3273003,2023-05-30 00:05:57,1,0.0881
37160000,3054552,2023-05-30 00:05:57,0,0.0822
37167000,260169,2023-05-30 00:06:00,0,0.006999999999999999
37150000,55725,2023-05-30 00:06:02,1,0.0015
37165000,464562,2023-05-30 00:06:02,1,0.0125
37165000,237856,2023-05-30 00:06:02,1,0.0064
37150000,338065,2023-05-30 00:06:04,1,0.0091
37160000,3801468,2023-05-30 00:06:27,0,0.1023
37157000,438452,2023-05-30 00:06:50,1,0.0118
37156000,1597708,2023-05-30 00:06:54,1,0.043
37156000,523899,2023-05-30 00:07:13,1,0.0141
37155000,2296179,2023-05-30 00:07:17,1,0.0618
37155000,1040340,2023-05-30 00:07:17,1,0.027999999999999997
37155000,1802017,2023-05-30 00:07:22,1,0.0485
37155000,10815820,2023-05-30 00:07:24,1,0.2911
37156000,1954405,2023-05-30 00:07:36,1,0.0526
37169000,1018430,2023-05-30 00:07:37,0,0.0274
37170000,319662,2023-05-30 00:07:37,0,0.0086
37168000,735926,2023-05-30 00:08:01,0,0.0198
37170000,185850,2023-05-30 00:08:01,0,0.005
37163000,3051082,2023-05-30 00:08:08,0,0.0821
37163000,237843,2023-05-30 00:08:10,1,0.0064
37163000,654068,2023-05-30 00:08:10,1,0.0176
37156000,219220,2023-05-30 00:08:12,1,0.0059
37156000,237798,2023-05-30 00:08:14,1,0.0064
37155000,1385881,2023-05-30 00:04:01,1,0.0373
37156000,237798,2023-05-30 00:08:14,1,0.0064
37156000,1519680,2023-05-30 00:08:16,1,0.0409
37163000,111489,2023-05-30 00:08:42,0,0.003
37163000,3716,2023-05-30 00:08:43,0,0.0001
37163000,74326,2023-05-30 00:08:45,0,0.002
37163000,22297,2023-05-30 00:08:46,0,0.0006
37170000,334530,2023-05-30 00:08:55,0,0.009000000000000001
37166000,1237627,2023-05-30 00:09:01,1,0.0333
37164000,3047448,2023-05-30 00:09:02,1,0.08199999999999999
37152000,3388262,2023-05-30 00:04:28,0,0.0912
37164000,3047448,2023-05-30 00:09:02,1,0.08199999999999999
37169000,483197,2023-05-30 00:09:10,0,0.013000000000000001
37169000,100356,2023-05-30 00:09:12,0,0.0027
37158000,509064,2023-05-30 00:09:14,1,0.0137
37158000,702286,2023-05-30 00:09:23,1,0.0189
37145000,300874,2023-05-30 00:04:39,1,0.0081
37158000,702286,2023-05-30 00:09:23,1,0.0189
37170000,2033199,2023-05-30 00:09:32,0,0.0547
37158000,66884,2023-05-30 00:09:39,1,0.0018
37170000,234171,2023-05-30 00:09:46,0,0.0063
37158000,397590,2023-05-30 00:10:17,1,0.0107
37158000,995834,2023-05-30 00:10:17,1,0.0268
37155000,3485139,2023-05-30 00:10:23,1,0.0938
37146000,1682713,2023-05-30 00:10:33,1,0.0453
37156000,330688,2023-05-30 00:10:37,0,0.0089
37146000,820926,2023-05-30 00:10:39,1,0.0221
37146000,375174,2023-05-30 00:10:41,1,0.0101
37146000,534902,2023-05-30 00:10:41,0,0.0144
37153000,895387,2023-05-30 00:05:53,1,0.0241
37146000,534902,2023-05-30 00:10:41,0,0.0144
37146000,2232474,2023-05-30 00:10:43,0,0.0601
37145000,341734,2023-05-30 00:11:08,1,0.0092
37145000,557175,2023-05-30 00:11:19,1,0.015
37145000,456883,2023-05-30 00:11:20,0,0.0123
37145000,3714,2023-05-30 00:11:23,0,0.0001
37146000,3714,2023-05-30 00:11:23,0,0.0001
37147000,148588,2023-05-30 00:11:23,0,0.004
37143000,2696581,2023-05-30 00:11:28,1,0.0726
37147000,609210,2023-05-30 00:11:29,0,0.0164
37140000,263694,2023-05-30 00:11:34,1,0.0071
37147000,1062404,2023-05-30 00:11:36,0,0.0286
37147000,1757053,2023-05-30 00:11:41,0,0.0473
37147000,3714,2023-05-30 00:11:43,0,0.0001
37147000,204308,2023-05-30 00:11:43,1,0.0055
37140000,2191260,2023-05-30 00:11:43,0,0.059000000000000004
37150000,746715,2023-05-30 00:11:48,0,0.0201
37152000,412387,2023-05-30 00:11:49,0,0.0111
37132000,2844311,2023-05-30 00:11:54,1,0.0766
37134000,155962,2023-05-30 00:12:19,1,0.0042
37132000,1771196,2023-05-30 00:12:19,1,0.0477
37143000,3261155,2023-05-30 00:12:25,0,0.0878
37132000,475289,2023-05-30 00:12:26,1,0.0128
37154000,3715,2023-05-30 00:12:28,0,0.0001
37142000,267422,2023-05-30 00:12:37,1,0.0072
37132000,408452,2023-05-30 00:12:51,1,0.011000000000000001
37132000,14852,2023-05-30 00:12:56,1,0.0004
37131000,2016213,2023-05-30 00:12:56,1,0.0543
37140000,341688,2023-05-30 00:12:57,0,0.0092
37128000,144799,2023-05-30 00:12:58,1,0.0039
37127000,37127,2023-05-30 00:12:58,1,0.001
37131000,880004,2023-05-30 00:12:58,1,0.0237
37124000,438063,2023-05-30 00:12:58,1,0.0118
37124000,3712,2023-05-30 00:13:00,1,0.0001
37138000,148552,2023-05-30 00:13:13,0,0.004
37131000,3286093,2023-05-30 00:13:13,0,0.0885
37131000,3713,2023-05-30 00:13:15,0,0.0001
37131000,2599170,2023-05-30 00:13:15,0,0.07
37131000,612661,2023-05-30 00:13:16,0,0.0165
37131000,293334,2023-05-30 00:13:17,0,0.0079
37138000,3713,2023-05-30 00:13:17,0,0.0001
37140000,7428,2023-05-30 00:13:17,0,0.0002
37143000,598002,2023-05-30 00:13:17,0,0.0161
37143000,624002,2023-05-30 00:13:18,0,0.0168
37143000,772574,2023-05-30 00:13:19,0,0.0208
37144000,1084604,2023-05-30 00:13:19,0,0.0292
37126000,1752347,2023-05-30 00:13:20,1,0.0472
37126000,14876388,2023-05-30 00:13:21,0,0.4007
37126000,4340029,2023-05-30 00:13:21,0,0.1169
37126000,18563,2023-05-30 00:13:33,1,0.0005
37126000,3712,2023-05-30 00:13:34,1,0.0001
37136000,4560300,2023-05-30 00:13:39,0,0.1228
37126000,1013539,2023-05-30 00:13:43,1,0.0273
37126000,516051,2023-05-30 00:13:48,1,0.0139
37127000,371270,2023-05-30 00:13:49,1,0.01
37127000,1808084,2023-05-30 00:13:51,1,0.0487
37127000,419535,2023-05-30 00:13:57,1,0.0113
37126000,1046953,2023-05-30 00:13:57,1,0.0282
37125000,831600,2023-05-30 00:13:57,1,0.0224
37142000,883979,2023-05-30 00:13:58,0,0.0238
37127000,48265,2023-05-30 00:14:01,0,0.0013
37127000,1837786,2023-05-30 00:14:01,0,0.0495
37142000,1883099,2023-05-30 00:14:02,0,0.0507
37142000,200566,2023-05-30 00:14:02,0,0.0054
37125000,319275,2023-05-30 00:14:03,1,0.0086
37127000,48265,2023-05-30 00:14:03,1,0.0013
37142000,66855,2023-05-30 00:14:03,0,0.0018
37124000,683081,2023-05-30 00:14:12,1,0.0184
37124000,178195,2023-05-30 00:14:19,1,0.0048
37124000,497461,2023-05-30 00:14:25,1,0.0134
37124000,430638,2023-05-30 00:14:29,1,0.0116
37124000,3712,2023-05-30 00:14:29,0,0.0001
37124000,1581482,2023-05-30 00:14:30,0,0.0426
37124000,961511,2023-05-30 00:14:33,0,0.0259
37123000,1752205,2023-05-30 00:14:34,1,0.0472
37123000,1039444,2023-05-30 00:14:34,0,0.027999999999999997
37124000,567997,2023-05-30 00:14:34,0,0.0153
37124000,144783,2023-05-30 00:14:38,1,0.0039
37124000,252443,2023-05-30 00:14:39,1,0.0068
37123000,742460,2023-05-30 00:14:39,1,0.02
37124000,96522,2023-05-30 00:14:41,0,0.0026
37124000,3712,2023-05-30 00:14:49,0,0.0001
37135000,6287,2023-05-30 00:14:49,0,0.00016931
37135000,638722,2023-05-30 00:14:51,0,0.0172
37135000,560738,2023-05-30 00:14:53,0,0.0151
37134000,51987,2023-05-30 00:15:10,1,0.0014
37123000,3344782,2023-05-30 00:15:11,1,0.0901
37127000,1689278,2023-05-30 00:15:12,1,0.0455
37122000,296976,2023-05-30 00:15:23,1,0.008
37122000,1997163,2023-05-30 00:15:42,1,0.0538
37122000,89092,2023-05-30 00:15:44,1,0.0024
37138000,3713,2023-05-30 00:13:17,0,0.0001
37122000,89092,2023-05-30 00:15:44,1,0.0024
37137000,1377782,2023-05-30 00:15:51,0,0.0371
37124000,144783,2023-05-30 00:16:06,1,0.0039
37122000,7424,2023-05-30 00:16:06,1,0.0002
37143000,598002,2023-05-30 00:13:17,0,0.0161
37143000,624002,2023-05-30 00:13:18,0,0.0168
37124000,144783,2023-05-30 00:16:06,1,0.0039
37122000,7424,2023-05-30 00:16:06,1,0.0002
37139000,2102067,2023-05-30 00:16:07,0,0.0566
37137000,542200,2023-05-30 00:16:07,0,0.0146
37142000,746554,2023-05-30 00:16:07,0,0.0201
37140000,170844,2023-05-30 00:16:19,0,0.0046
37142000,3287067,2023-05-30 00:16:19,0,0.0885
37137000,1154960,2023-05-30 00:16:27,1,0.0311
37139000,3067681,2023-05-30 00:16:36,1,0.0826
37137000,946993,2023-05-30 00:16:48,1,0.0255
37141000,1890476,2023-05-30 00:16:52,0,0.0509
37126000,2153308,2023-05-30 00:16:52,1,0.057999999999999996
37125000,193050,2023-05-30 00:17:00,1,0.0052
37126000,3148284,2023-05-30 00:17:15,1,0.0848
37122000,167049,2023-05-30 00:17:16,1,0.0045
37122000,508571,2023-05-30 00:17:17,1,0.0137
37117000,178161,2023-05-30 00:17:28,1,0.0048
37125000,831600,2023-05-30 00:13:57,1,0.0224
37117000,178161,2023-05-30 00:17:28,1,0.0048
37135000,1622799,2023-05-30 00:17:31,0,0.0437
37135000,397344,2023-05-30 00:17:46,1,0.0107
37134000,1529920,2023-05-30 00:17:58,0,0.0412
37125000,1032075,2023-05-30 00:18:02,0,0.0278
37117000,1573760,2023-05-30 00:18:10,1,0.0424
37117000,397151,2023-05-30 00:18:10,0,0.0107
37117000,4364959,2023-05-30 00:18:10,0,0.1176
37133000,311917,2023-05-30 00:18:19,1,0.0084
37133000,397323,2023-05-30 00:18:23,1,0.0107
37133000,271070,2023-05-30 00:18:24,1,0.0073
37133000,397323,2023-05-30 00:18:25,1,0.0107
37124000,3820059,2023-05-30 00:19:03,1,0.1029
37129000,170793,2023-05-30 00:19:45,0,0.0046
37129000,129951,2023-05-30 00:19:53,1,0.0035
37117000,100215,2023-05-30 00:19:55,1,0.0027
37117000,11135,2023-05-30 00:19:56,1,0.0003
37116000,70520,2023-05-30 00:19:56,1,0.0019
37115000,118768,2023-05-30 00:20:01,1,0.0032
37116000,2093342,2023-05-30 00:20:01,1,0.0564
37114000,716300,2023-05-30 00:20:01,1,0.0193
37131000,4771540,2023-05-30 00:20:04,0,0.12850558
37114000,783105,2023-05-30 00:20:13,1,0.0211
37131000,1295871,2023-05-30 00:20:26,0,0.0349
37123000,2208818,2023-05-30 00:20:32,1,0.0595
37116000,701492,2023-05-30 00:20:37,1,0.0189
37129000,148516,2023-05-30 00:21:01,0,0.004
37129000,152228,2023-05-30 00:21:01,0,0.0041
37116000,11134,2023-05-30 00:21:05,1,0.0003
37116000,493642,2023-05-30 00:21:05,1,0.0133
37116000,901918,2023-05-30 00:21:13,1,0.0243
37116000,4394534,2023-05-30 00:21:13,0,0.1184
37114000,367428,2023-05-30 00:21:15,1,0.0099
37116000,300639,2023-05-30 00:21:16,0,0.0081
37116000,4394534,2023-05-30 00:21:18,0,0.1184
37116000,1391850,2023-05-30 00:21:21,0,0.0375
37114000,2315913,2023-05-30 00:21:23,1,0.0624
37114000,2315913,2023-05-30 00:21:23,0,0.0624
37116000,452815,2023-05-30 00:21:23,0,0.0122
37113000,111339,2023-05-30 00:21:24,1,0.003
37111000,1176418,2023-05-30 00:21:24,1,0.0317
37111000,1421351,2023-05-30 00:21:24,1,0.0383
37111000,660575,2023-05-30 00:21:26,0,0.0178
37116000,697780,2023-05-30 00:21:28,0,0.0188
37108000,2597560,2023-05-30 00:21:34,1,0.07
37110000,3826041,2023-05-30 00:21:35,1,0.1031
37114000,749702,2023-05-30 00:21:35,0,0.0202
37114000,3711,2023-05-30 00:21:37,0,0.0001
37116000,901918,2023-05-30 00:21:37,0,0.0243
37107000,4905545,2023-05-30 00:21:40,1,0.1322
37114000,697743,2023-05-30 00:21:41,0,0.0188
37114000,3711,2023-05-30 00:21:43,0,0.0001
37106000,2597420,2023-05-30 00:21:43,1,0.07
37116000,497354,2023-05-30 00:21:43,0,0.0134
37103000,2597210,2023-05-30 00:21:44,1,0.07
37102000,2307744,2023-05-30 00:21:44,1,0.0622
37108000,7421,2023-05-30 00:21:51,0,0.0002
37100000,133560,2023-05-30 00:22:02,1,0.0036
37100000,511980,2023-05-30 00:22:06,0,0.0138
37100000,4904620,2023-05-30 00:22:07,0,0.1322
37100000,29680,2023-05-30 00:22:10,0,0.0008
37107000,152138,2023-05-30 00:22:10,0,0.0041
37100000,137270,2023-05-30 00:22:14,1,0.0037
37100000,14840,2023-05-30 00:22:15,1,0.0004
37099000,122426,2023-05-30 00:22:15,1,0.0033
37099000,7419,2023-05-30 00:22:16,1,0.0002
37098000,1576665,2023-05-30 00:22:16,1,0.0425
37100000,845880,2023-05-30 00:22:21,1,0.0228
37100000,155820,2023-05-30 00:22:22,1,0.0042
37098000,3286882,2023-05-30 00:22:22,1,0.0886
37098000,456305,2023-05-30 00:22:23,1,0.0123
37098000,222588,2023-05-30 00:22:38,1,0.006
37104000,2860718,2023-05-30 00:22:48,0,0.0771
37098000,4904355,2023-05-30 00:22:57,1,0.1322
37098000,5312433,2023-05-30 00:23:00,1,0.1432
37098000,1828931,2023-05-30 00:23:00,1,0.0493
37098000,4904355,2023-05-30 00:23:02,1,0.1322
37098000,5312433,2023-05-30 00:23:02,1,0.1432
37098000,1001646,2023-05-30 00:23:02,1,0.027000000000000003
37098000,1843770,2023-05-30 00:23:03,1,0.0497
37098000,148392,2023-05-30 00:23:03,1,0.004
37098000,3323980,2023-05-30 00:23:03,1,0.0896
37098000,396948,2023-05-30 00:23:05,1,0.0107
37098000,2812028,2023-05-30 00:23:05,1,0.0758
37094000,6242920,2023-05-30 00:23:06,1,0.1683
37094000,697367,2023-05-30 00:23:07,1,0.0188
37094000,1832443,2023-05-30 00:23:07,1,0.0494
37102000,983203,2023-05-30 00:23:08,0,0.0265
37094000,396905,2023-05-30 00:23:09,1,0.0107
37094000,6576766,2023-05-30 00:23:09,1,0.1773
37094000,396905,2023-05-30 00:23:10,1,0.0107
37093000,248523,2023-05-30 00:23:11,1,0.0067
37088000,2414428,2023-05-30 00:23:11,1,0.0651
37084000,356006,2023-05-30 00:23:12,1,0.0096
37086000,100132,2023-05-30 00:23:12,1,0.0027
37083000,2302854,2023-05-30 00:23:13,1,0.0621
37110000,3826041,2023-05-30 00:21:35,1,0.1031
37083000,2302854,2023-05-30 00:23:13,1,0.0621
37081000,11124,2023-05-30 00:23:16,1,0.0003
37081000,11124,2023-05-30 00:23:16,1,0.0003
37081000,11124,2023-05-30 00:23:16,1,0.0003
37083000,11124,2023-05-30 00:23:17,1,0.0003
37081000,66745,2023-05-30 00:23:17,1,0.0018
37070000,7414,2023-05-30 00:23:17,1,0.0002
37065000,2301736,2023-05-30 00:23:17,1,0.0621
37064000,11119,2023-05-30 00:23:19,1,0.0003
37060000,151946,2023-05-30 00:23:19,1,0.0041
37059000,7411,2023-05-30 00:23:19,1,0.0002
37066000,2164654,2023-05-30 00:23:24,1,0.0584
37073000,11121,2023-05-30 00:23:24,1,0.0003
37059000,3954195,2023-05-30 00:23:24,1,0.1067
37074000,355910,2023-05-30 00:23:24,1,0.0096
37074000,645087,2023-05-30 00:23:24,1,0.0174
37059000,5306848,2023-05-30 00:23:25,0,0.1432
37059000,2790542,2023-05-30 00:23:25,0,0.0753
37059000,77823,2023-05-30 00:23:28,0,0.0021
37059000,211236,2023-05-30 00:23:28,0,0.0057
37059000,37059,2023-05-30 00:23:28,0,0.001
37061000,452144,2023-05-30 00:23:29,1,0.0122
37061000,1723336,2023-05-30 00:23:30,1,0.0465
37059000,114882,2023-05-30 00:23:30,1,0.0031
37059000,3998666,2023-05-30 00:23:30,0,0.1079
37059000,177883,2023-05-30 00:23:30,0,0.0048
37059000,655944,2023-05-30 00:23:30,0,0.0177
37059000,129706,2023-05-30 00:23:30,0,0.0035
37059000,126000,2023-05-30 00:23:31,0,0.0034
37059000,81529,2023-05-30 00:23:31,0,0.0022
37059000,255707,2023-05-30 00:23:31,0,0.0069
37076000,1712911,2023-05-30 00:23:41,0,0.0462
37070000,2057385,2023-05-30 00:23:41,1,0.0555
37064000,2116354,2023-05-30 00:23:44,1,0.0571
37062000,415094,2023-05-30 00:23:44,1,0.0112
37074000,700698,2023-05-30 00:24:10,0,0.0189
37074000,252103,2023-05-30 00:24:12,0,0.0068
37074000,55611,2023-05-30 00:24:12,0,0.0015
37074000,55611,2023-05-30 00:24:12,0,0.0015
37074000,55611,2023-05-30 00:24:12,0,0.0015
37058000,10001954,2023-05-30 00:24:21,1,0.2699
37058000,1252560,2023-05-30 00:24:21,0,0.0338
37058000,5899633,2023-05-30 00:24:22,0,0.1592
37057000,133405,2023-05-30 00:24:23,1,0.0036
37058000,1085799,2023-05-30 00:24:24,0,0.0293
37058000,5306705,2023-05-30 00:24:25,0,0.1432
37094000,396905,2023-05-30 00:23:10,1,0.0107
37058000,5306705,2023-05-30 00:24:25,0,0.1432
37058000,370580,2023-05-30 00:24:26,0,0.01
37058000,6896493,2023-05-30 00:24:26,0,0.1861
37058000,5306705,2023-05-30 00:24:26,0,0.1432
37058000,4899067,2023-05-30 00:24:26,0,0.1322
37057000,4861878,2023-05-30 00:24:26,1,0.1312
37058000,1649081,2023-05-30 00:24:29,0,0.0445
37058000,499999,2023-05-30 00:24:30,0,0.01349236
37058000,1259972,2023-05-30 00:24:33,0,0.034
37056000,1285843,2023-05-30 00:24:33,1,0.0347
37054000,729963,2023-05-30 00:24:35,1,0.0197
37056000,14822,2023-05-30 00:24:35,1,0.0004
37055000,11116,2023-05-30 00:24:35,1,0.0003
37052000,433508,2023-05-30 00:24:35,1,0.0117
37049000,1574582,2023-05-30 00:24:37,1,0.0425
37050000,1422720,2023-05-30 00:24:37,1,0.0384
37053000,529857,2023-05-30 00:24:37,0,0.0143
37054000,263083,2023-05-30 00:24:46,0,0.0071
37058000,296464,2023-05-30 00:24:47,0,0.008
37058000,4899067,2023-05-30 00:24:47,0,0.1322
37058000,22234,2023-05-30 00:24:52,0,0.0006
37053000,51874,2023-05-30 00:24:54,1,0.0014
37051000,1237503,2023-05-30 00:24:54,1,0.0334
37058000,263111,2023-05-30 00:24:57,0,0.0071
37053000,2841965,2023-05-30 00:24:58,0,0.0767
37048000,11114,2023-05-30 00:25:04,1,0.0003
37045000,700150,2023-05-30 00:25:04,1,0.0189
37053000,7410,2023-05-30 00:25:09,1,0.0002
37053000,3705,2023-05-30 00:25:09,1,0.0001
37045000,1604048,2023-05-30 00:25:12,1,0.0433
37045000,7409,2023-05-30 00:25:14,1,0.0002
37044000,422301,2023-05-30 00:25:14,1,0.0114
37041000,248174,2023-05-30 00:25:15,1,0.0067
37040000,7408,2023-05-30 00:25:15,1,0.0002
37038000,16411537,2023-05-30 00:25:15,1,0.4431
37038000,359268,2023-05-30 00:25:15,1,0.0097
37038000,1866715,2023-05-30 00:25:15,1,0.0504
37037000,118518,2023-05-30 00:25:16,1,0.0032
37033000,644374,2023-05-30 00:25:16,1,0.0174
37033000,296264,2023-05-30 00:25:16,1,0.008
37033000,866572,2023-05-30 00:25:16,1,0.0234
37033000,7406,2023-05-30 00:25:17,1,0.0002
37033000,11109,2023-05-30 00:25:17,1,0.0003
37033000,11109,2023-05-30 00:25:17,1,0.0003
37033000,55549,2023-05-30 00:25:17,1,0.0015
37030000,3703,2023-05-30 00:25:17,1,0.0001
37029000,929427,2023-05-30 00:25:17,1,0.0251
37020000,3372522,2023-05-30 00:25:18,1,0.0911
37014000,37014,2023-05-30 00:25:18,1,0.001
37026000,122185,2023-05-30 00:25:18,1,0.0033
37024000,44428,2023-05-30 00:25:18,1,0.0012
37014000,29611,2023-05-30 00:25:19,1,0.0008
37027000,11108,2023-05-30 00:25:19,1,0.0003
37014000,4882146,2023-05-30 00:25:19,1,0.1319
37014000,11104,2023-05-30 00:25:19,1,0.0003
37014000,1069704,2023-05-30 00:25:20,1,0.0289
37014000,5300404,2023-05-30 00:25:21,1,0.1432
37014000,2983328,2023-05-30 00:25:22,1,0.0806
37014000,4197387,2023-05-30 00:25:23,1,0.1134
37013000,3701,2023-05-30 00:25:32,1,0.0001
37010000,8912008,2023-05-30 00:25:32,1,0.2408
37010000,4892722,2023-05-30 00:25:35,1,0.1322
37010000,5299832,2023-05-30 00:25:35,1,0.1432
37010000,2472268,2023-05-30 00:25:36,1,0.0668
37010000,3860143,2023-05-30 00:25:37,1,0.1043
37009000,99924,2023-05-30 00:25:37,1,0.0027
37050000,1422720,2023-05-30 00:24:37,1,0.0384
37049000,1574582,2023-05-30 00:24:37,1,0.0425
37010000,3860143,2023-05-30 00:25:37,1,0.1043
37009000,99924,2023-05-30 00:25:37,1,0.0027
37004000,11101,2023-05-30 00:25:37,1,0.0003
37002000,1968506,2023-05-30 00:25:37,1,0.0532
37002000,384820,2023-05-30 00:25:38,1,0.0104
37002000,481026,2023-05-30 00:25:38,1,0.013000000000000001
37002000,865846,2023-05-30 00:25:38,1,0.0234
37001000,395910,2023-05-30 00:25:38,1,0.0107
37001000,251606,2023-05-30 00:25:38,1,0.0068
37000000,7196500,2023-05-30 00:25:38,1,0.1945
37000000,251600,2023-05-30 00:25:38,1,0.0068
37000000,3330000,2023-05-30 00:25:38,1,0.09
37000000,5298400,2023-05-30 00:25:39,1,0.1432
37000000,543900,2023-05-30 00:25:39,1,0.0147
37000000,370000,2023-05-30 00:25:39,1,0.01
37000000,1853700,2023-05-30 00:25:39,1,0.0501
37000000,1291300,2023-05-30 00:25:40,1,0.0349
37000000,4891400,2023-05-30 00:25:40,1,0.1322
37000000,9808700,2023-05-30 00:25:40,1,0.2651
37000000,1172900,2023-05-30 00:25:41,1,0.0317
37000000,2556700,2023-05-30 00:25:41,1,0.0691
37000000,1343100,2023-05-30 00:25:43,1,0.0363
37005000,11101,2023-05-30 00:25:46,0,0.0003
37005000,458862,2023-05-30 00:25:47,1,0.0124
37000000,521700,2023-05-30 00:25:47,1,0.0141
