askQty,askTop,bidQty,bidTop,timestamp
3.1844,0.5437000000000001,37115000,37138000,2023-02-05/30/23 00:02:11
3.1844,1.0385,37115000,37138000,2023-02-05/30/23 00:02:12
1.0826,0.9787,37115000,37138000,2023-02-05/30/23 00:02:13
1.0826,0.9947,37115000,37138000,2023-02-05/30/23 00:02:14
1.0826,0.9947,37115000,37138000,2023-02-05/30/23 00:02:15
0.7392000000000001,0.9947,37115000,37138000,2023-02-05/30/23 00:02:16
0.7392000000000001,0.9947,37115000,37138000,2023-02-05/30/23 00:02:17
0.7392000000000001,0.9947,37115000,37138000,2023-02-05/30/23 00:02:18
2.9452,0.9947,37115000,37138000,2023-02-05/30/23 00:02:19
3.4988,0.9947,37115000,37138000,2023-02-05/30/23 00:02:20
3.8287,0.9472,37115000,37138000,2023-02-05/30/23 00:02:21
3.8287,0.9472,37115000,37138000,2023-02-05/30/23 00:02:22
3.8287,0.9832000000000001,37115000,37138000,2023-02-05/30/23 00:02:23
3.8287,1.0086,37115000,37138000,2023-02-05/30/23 00:02:24
2.7824,0.5962000000000001,37122000,37138000,2023-02-05/30/23 00:02:25
2.7824,0.5962000000000001,37122000,37138000,2023-02-05/30/23 00:02:26
3.3172999999999995,2.1673999999999998,37122000,37152000,2023-02-05/30/23 00:02:27
2.7656,2.0295,37128000,37167000,2023-02-05/30/23 00:02:28
2.7656,2.0295,37128000,37167000,2023-02-05/30/23 00:02:29
3.3028999999999993,0.44739999999999996,37128000,37159000,2023-02-05/30/23 00:02:30
3.3028999999999993,0.44739999999999996,37128000,37159000,2023-02-05/30/23 00:02:31
3.3028999999999993,1.0372,37128000,37157000,2023-02-05/30/23 00:02:32
3.3028999999999993,1.0372,37128000,37157000,2023-02-05/30/23 00:02:33
3.3028999999999993,1.0901,37128000,37157000,2023-02-05/30/23 00:02:34
3.3011,3.0376,37130000,37155000,2023-02-05/30/23 00:02:35
3.2535,2.9829,37134000,37155000,2023-02-05/30/23 00:02:36
3.2535,2.9829,37134000,37155000,2023-02-05/30/23 00:02:37
3.2125000000000004,3.0084,37134000,37155000,2023-02-05/30/23 00:02:38
3.1974,3.0084,37134000,37155000,2023-02-05/30/23 00:02:39
3.1974,3.0084,37134000,37155000,2023-02-05/30/23 00:02:40
2.8602,3.0597,37134000,37153000,2023-02-05/30/23 00:02:41
1.9933999999999998,3.0597,37134000,37153000,2023-02-05/30/23 00:02:42
1.9933999999999998,3.0597,37134000,37153000,2023-02-05/30/23 00:02:43
3.1486,2.0094000000000003,37134000,37153000,2023-02-05/30/23 00:02:44
3.1495999999999995,2.0094000000000003,37134000,37153000,2023-02-05/30/23 00:02:45
2.8495,2.6337,37134000,37153000,2023-02-05/30/23 00:02:46
2.8475,2.6337,37134000,37153000,2023-02-05/30/23 00:02:47
2.8475,2.6337,37134000,37153000,2023-02-05/30/23 00:02:48
2.8475,1.5307,37134000,37153000,2023-02-05/30/23 00:02:49
2.8475,1.4781,37134000,37151000,2023-02-05/30/23 00:02:50
2.8653,1.4781,37134000,37151000,2023-02-05/30/23 00:02:51
2.8653,1.4781,37134000,37151000,2023-02-05/30/23 00:02:52
2.8653,1.4781,37134000,37151000,2023-02-05/30/23 00:02:53
2.8653,1.4781,37134000,37151000,2023-02-05/30/23 00:02:54
2.8691999999999998,0.9291999999999999,37134000,37151000,2023-02-05/30/23 00:02:55
2.8691999999999998,2.0511,37134000,37151000,2023-02-05/30/23 00:02:56
2.8691999999999998,2.0511,37134000,37151000,2023-02-05/30/23 00:02:57
2.8691999999999998,1.5355999999999999,37134000,37151000,2023-02-05/30/23 00:02:58
2.8691999999999998,1.5355999999999999,37134000,37151000,2023-02-05/30/23 00:02:59
2.8691999999999998,1.4676,37134000,37151000,2023-03-05/30/23 00:03:00
2.8691999999999998,0.9308000000000002,37134000,37151000,2023-03-05/30/23 00:03:01
2.8691999999999998,0.9298000000000001,37134000,37151000,2023-03-05/30/23 00:03:02
2.8691999999999998,0.9298000000000001,37134000,37151000,2023-03-05/30/23 00:03:03
2.7922000000000002,0.9467000000000002,37136000,37153000,2023-03-05/30/23 00:03:04
2.7922000000000002,0.9467000000000002,37136000,37153000,2023-03-05/30/23 00:03:05
2.7793,1.4845000000000002,37134000,37153000,2023-03-05/30/23 00:03:06
2.7793,1.4845000000000002,37134000,37153000,2023-03-05/30/23 00:03:07
2.7793,1.4845000000000002,37134000,37153000,2023-03-05/30/23 00:03:08
2.8249999999999997,1.5490999999999997,37134000,37153000,2023-03-05/30/23 00:03:09
2.8249999999999997,1.5490999999999997,37134000,37153000,2023-03-05/30/23 00:03:10
2.8249999999999997,1.5902999999999998,37134000,37159000,2023-03-05/30/23 00:03:11
2.3364999999999996,1.0551,37136000,37159000,2023-03-05/30/23 00:03:12
2.3364999999999996,1.0551,37136000,37159000,2023-03-05/30/23 00:03:13
2.2869,1.5901999999999996,37138000,37159000,2023-03-05/30/23 00:03:14
2.2869,1.5901999999999996,37138000,37159000,2023-03-05/30/23 00:03:15
