mid_price_top,mid_price_mean,mid_price_mid,mid_price_market_top,mid_price_market_mean,mid_price_market_mid,book_imbalance_0.5_1sec,timestamp
36925000,36921400,36920500,36919508.196721315,36929906.39097744,36929800.0,154713365.47922462,2023-41-05/30/23 01:41:15
36925000,36922550,36922500,36917818.18181819,36930408.2359488,36939823.935697556,145126026.20963645,2023-41-05/30/23 01:41:16
36925000,36923350,36923000,36917818.18181819,36932825.78767977,36929477.31494512,147067115.40800273,2023-41-05/30/23 01:41:17
36925000,36924000,36923750,36915209.42408377,36928623.484211795,36929315.43385491,158948978.97432542,2023-41-05/30/23 01:41:18
36925000,36922850,36923250,36915209.42408377,36925994.691975445,36939764.93122061,154035360.5802168,2023-41-05/30/23 01:41:19
36925000,36922850,36923250,36915209.42408377,36925994.691975445,36939764.93122061,154035360.5802168,2023-41-05/30/23 01:41:20
36925000,36922850,36923250,36915209.42408377,36925994.691975445,36939764.93122061,154035360.5802168,2023-41-05/30/23 01:41:21
36925000,36922850,36923250,36915209.42408377,36926155.49516455,36939764.93122061,153109590.933705,2023-41-05/30/23 01:41:22
36925000,36922850,36923250,36915209.42408377,36926155.49516455,36939764.93122061,153109590.933705,2023-41-05/30/23 01:41:23
36925000,36923800,36924000,36915209.42408377,36932019.16436625,36939836.23541702,159443255.58965793,2023-41-05/30/23 01:41:24
36927000,36926150,36925250,36930404.85601355,36934935.7272806,36935786.836093664,160591276.15589905,2023-41-05/30/23 01:41:25
36928000,36926950,36926750,36927721.97705208,36930117.73054834,36911896.26933576,146305060.01785934,2023-41-05/30/23 01:41:26
36928000,36927000,36926750,36926804.07371484,36930484.59958205,36911896.26933576,145024229.98570898,2023-41-05/30/23 01:41:27
36928000,36927450,36926750,36926804.07371484,36932793.984730944,36911896.26933576,141963578.03900814,2023-41-05/30/23 01:41:28
36928000,36927000,36926750,36924903.337169155,36930249.00920028,36911896.26933576,144846214.67057833,2023-41-05/30/23 01:41:29
36928000,36927850,36928250,36924903.337169155,36932879.80068285,36920486.13138686,158205580.9783418,2023-41-05/30/23 01:41:30
36928000,36927850,36928250,36924903.337169155,36932879.80068285,36920486.13138686,158205580.9783418,2023-41-05/30/23 01:41:31
36928000,36927750,36928250,36919653.46534654,36927205.55738786,36920486.13138686,141821615.57851112,2023-41-05/30/23 01:41:32
36927000,36926550,36926750,36929366.013071895,36927686.788277246,36911896.26933576,139867839.34933478,2023-41-05/30/23 01:41:33
36936000,36927500,36926750,36935030.354131535,36922124.00313766,36915629.16989914,123482459.28491786,2023-41-05/30/23 01:41:34
36936000,36928050,36927500,36935030.354131535,36924055.157223694,36917071.593533486,139177628.3603906,2023-41-05/30/23 01:41:35
36936000,36928950,36928250,36935030.354131535,36924462.84083704,36928115.1284491,132300393.01295832,2023-41-05/30/23 01:41:36
36936000,36928950,36928250,36935030.354131535,36924462.84083704,36928115.1284491,132300393.01295832,2023-41-05/30/23 01:41:37
36937000,36929750,36929250,36935049.247606024,36922907.13886647,36925142.8830134,129631049.41013145,2023-41-05/30/23 01:41:38
36937000,36930450,36929250,36935049.247606024,36925383.873817496,36925142.8830134,137587803.1801735,2023-41-05/30/23 01:41:39
36937000,36935450,36933250,36935066.420664206,36934782.305472225,36936015.625,137205774.85076678,2023-41-05/30/23 01:41:40
36939000,36940500,36935500,36935148.76033058,36930513.264141485,36919734.70483005,137452239.1277333,2023-41-05/30/23 01:41:41
36939000,36940250,36936500,36935148.76033058,36933026.89439551,36921645.51637731,167301972.38328278,2023-41-05/30/23 01:41:42
36939000,36940250,36936500,36935148.76033058,36933026.89439551,36921645.51637731,167301972.38328278,2023-41-05/30/23 01:41:43
36939000,36940250,36936500,36935148.76033058,36933026.89439551,36921645.51637731,167301972.38328278,2023-41-05/30/23 01:41:44
36939000,36937450,36934250,36935148.76033058,36921750.69821363,36917793.21605083,154628301.74922884,2023-41-05/30/23 01:41:45
36939000,36935450,36933250,36935148.76033058,36921191.17902323,36918435.9462202,147624565.3382945,2023-41-05/30/23 01:41:46
36939000,36935450,36933250,36935148.76033058,36921185.08905585,36918435.9462202,147687429.1242612,2023-41-05/30/23 01:41:47
36939000,36935450,36933250,36935148.76033058,36921185.08905585,36918435.9462202,147687429.1242612,2023-41-05/30/23 01:41:48
36939000,36935450,36933250,36935148.76033058,36921185.08905585,36918435.9462202,147687429.1242612,2023-41-05/30/23 01:41:49
36939000,36935450,36933250,36935148.76033058,36921185.08905585,36918435.9462202,147687429.1242612,2023-41-05/30/23 01:41:50
36939000,36935350,36933250,36935148.76033058,36923212.43003562,36918435.9462202,157414041.58306304,2023-41-05/30/23 01:41:51
36939000,36936050,36933250,36935148.76033058,36934028.06358234,36918435.9462202,144814383.55480984,2023-41-05/30/23 01:41:52
36939000,36936050,36933250,36935148.76033058,36934028.06358234,36918435.9462202,144814383.55480984,2023-41-05/30/23 01:41:53
36934500,36934200,36932250,36942323.58854079,36931945.15614933,36918295.49650799,158601852.71247756,2023-41-05/30/23 01:41:54
36934500,36934200,36932250,36942323.58854079,36933882.474803165,36918295.49650799,154513756.9799306,2023-41-05/30/23 01:41:55
36934500,36934200,36932250,36942323.58854079,36933882.474803165,36918295.49650799,154513756.9799306,2023-41-05/30/23 01:41:56
36934500,36934200,36932250,36942341.99804433,36933991.44406507,36918295.49650799,154802442.56432796,2023-41-05/30/23 01:41:57
36934500,36934200,36932250,36942341.99804433,36933991.44406507,36918295.49650799,154802442.56432796,2023-41-05/30/23 01:41:58
36934500,36934200,36932250,36942341.99804433,36933991.44406507,36918295.49650799,154802442.56432796,2023-41-05/30/23 01:41:59
36934500,36934200,36932250,36942326.858952984,36933901.47864269,36918295.49650799,154564447.6629561,2023-42-05/30/23 01:42:00
36934500,36935450,36933250,36942326.858952984,36935102.115734905,36918435.9462202,147059735.72832376,2023-42-05/30/23 01:42:01
36934500,36935900,36933500,36942326.858952984,36935544.1081687,36920505.164174505,145941304.38712823,2023-42-05/30/23 01:42:02
36934500,36935900,36933500,36942326.858952984,36935544.1081687,36920505.164174505,145941304.38712823,2023-42-05/30/23 01:42:03
36934500,36935900,36933500,36942326.858952984,36935544.1081687,36920505.164174505,145941304.38712823,2023-42-05/30/23 01:42:04
36934500,36935900,36933500,36942326.858952984,36935654.8259828,36920505.164174505,146219544.42371646,2023-42-05/30/23 01:42:05
36934500,36937250,36935500,36942326.858952984,36938799.11087688,36918753.678335875,151939167.7275563,2023-42-05/30/23 01:42:06
36934500,36936250,36933750,36942326.858952984,36939535.19474603,36920569.52366271,163719106.72695184,2023-42-05/30/23 01:42:07
36934500,36936200,36933500,36942727.04757024,36939602.141343966,36920505.164174505,161702770.52099425,2023-42-05/30/23 01:42:08
36934500,36936200,36933500,36942727.04757024,36939602.141343966,36920505.164174505,161702770.52099425,2023-42-05/30/23 01:42:09
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:10
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:11
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:12
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:13
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:14
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:15
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:16
36934500,36934850,36932000,36942727.04757024,36938047.69130801,36931990.42489527,153992982.54211146,2023-42-05/30/23 01:42:17
36934500,36935250,36932250,36942727.04757024,36938351.108558305,36931416.87657431,148410802.9178367,2023-42-05/30/23 01:42:18
36934500,36935250,36932250,36942727.04757024,36938297.25980016,36931416.87657431,148748122.03953844,2023-42-05/30/23 01:42:19
36934500,36935250,36932250,36942727.04757024,36938297.25980016,36931416.87657431,148748122.03953844,2023-42-05/30/23 01:42:20
36934500,36935300,36932250,36942727.04757024,36938355.79554189,36931416.87657431,148748428.63792232,2023-42-05/30/23 01:42:21
36934500,36935300,36932250,36942727.04757024,36938355.79554189,36931416.87657431,148748428.63792232,2023-42-05/30/23 01:42:22
36934500,36935250,36932250,36942727.04757024,36938297.25980016,36931416.87657431,148748122.03953844,2023-42-05/30/23 01:42:23
36934500,36935250,36932250,36942727.04757024,36938297.25980016,36931416.87657431,148748122.03953844,2023-42-05/30/23 01:42:24
36934500,36935250,36932250,36942727.04757024,36938297.25980016,36931416.87657431,148748122.03953844,2023-42-05/30/23 01:42:25
36933500,36933400,36931000,36940701.40365801,36936903.15324626,36934541.666666664,157066770.27485615,2023-42-05/30/23 01:42:26
36933500,36932900,36931000,36940701.40365801,36936510.589163005,36934541.666666664,157465677.22081155,2023-42-05/30/23 01:42:27
36933500,36932900,36931000,36940701.40365801,36936510.589163005,36934541.666666664,157465677.22081155,2023-42-05/30/23 01:42:28
36933500,36932900,36931000,36940701.40365801,36936091.4484233,36934541.666666664,160058408.62371412,2023-42-05/30/23 01:42:29
36933500,36932900,36931000,36940701.40365801,36936953.28433624,36934541.666666664,155983489.936606,2023-42-05/30/23 01:42:30
36933500,36933700,36931250,36940701.40365801,36937545.11869806,36926440.338722095,150641721.23899302,2023-42-05/30/23 01:42:31
36933500,36933700,36931250,36940701.40365801,36937545.11869806,36926440.338722095,150641721.23899302,2023-42-05/30/23 01:42:32
36933500,36933500,36931250,36940701.40365801,36937235.12789608,36926440.338722095,149135834.13177085,2023-42-05/30/23 01:42:33
36933500,36934550,36932000,36940750.341413446,36937167.24562001,36931990.42489527,151729847.87584662,2023-42-05/30/23 01:42:34
36942000,36937600,36935000,36941043.97114393,36933840.892274216,36924272.64666765,191052896.35304627,2023-42-05/30/23 01:42:35
36934500,36936100,36933500,36939631.47271715,36938952.56635829,36920505.164174505,163195346.01727822,2023-42-05/30/23 01:42:36
36934500,36934700,36932000,36939631.47271715,36937342.40084771,36931990.42489527,153587072.84895948,2023-42-05/30/23 01:42:37
36935000,36935750,36933500,36934801.29589633,36933462.58503401,36935573.5520246,193570188.99869293,2023-42-05/30/23 01:42:38
36935000,36935750,36933500,36934801.29589633,36933462.58503401,36935573.5520246,193570188.99869293,2023-42-05/30/23 01:42:39
36935000,36935500,36933500,36934801.29589633,36933246.7255559,36935573.5520246,192282397.0152252,2023-42-05/30/23 01:42:40
36935000,36935500,36933500,36934801.29589633,36933246.7255559,36935573.5520246,192282397.0152252,2023-42-05/30/23 01:42:41
36935000,36935700,36933500,36934594.02103709,36933412.65058701,36935573.5520246,192923872.1436791,2023-42-05/30/23 01:42:42
36935000,36935700,36933500,36934594.02103709,36933412.65058701,36935573.5520246,192923872.1436791,2023-42-05/30/23 01:42:43
36935000,36935700,36933500,36934366.18650492,36933342.948092625,36935573.5520246,192699055.42955786,2023-42-05/30/23 01:42:44
36935000,36935700,36933500,36934366.18650492,36933342.948092625,36935573.5520246,192699055.42955786,2023-42-05/30/23 01:42:45
36935000,36935700,36933500,36934366.18650492,36933342.948092625,36935573.5520246,192699055.42955786,2023-42-05/30/23 01:42:46
36935000,36935700,36933500,36934366.18650492,36933342.948092625,36935573.5520246,192699055.42955786,2023-42-05/30/23 01:42:47
36935000,36935700,36933500,36935377.66760077,36926242.90637356,36935573.5520246,178668610.47845724,2023-42-05/30/23 01:42:48
36935000,36935700,36933500,36937718.146718144,36926519.213677794,36935573.5520246,175982076.58965865,2023-42-05/30/23 01:42:49
36935000,36935700,36933500,36937718.146718144,36926519.213677794,36935573.5520246,175982076.58965865,2023-42-05/30/23 01:42:50
36935500,36937200,36935000,36942772.72727273,36927461.2979741,36924272.64666765,178394793.12597677,2023-42-05/30/23 01:42:51
36935500,36937200,36935000,36942772.72727273,36927461.2979741,36924272.64666765,178394793.12597677,2023-42-05/30/23 01:42:52
36935500,36937200,36935000,36942772.72727273,36927461.2979741,36924272.64666765,178394793.12597677,2023-42-05/30/23 01:42:53
36935500,36936550,36935000,36943334.25632911,36927678.74784821,36925047.35256134,167566051.10897005,2023-42-05/30/23 01:42:54
36935500,36936550,36935000,36943334.25632911,36927678.74784821,36925047.35256134,167566051.10897005,2023-42-05/30/23 01:42:55
36935500,36936550,36935000,36943334.25632911,36927678.74784821,36925047.35256134,167566051.10897005,2023-42-05/30/23 01:42:56
36935500,36936550,36935000,36943336.87943262,36927689.11791112,36925047.35256134,167602553.14523542,2023-42-05/30/23 01:42:57
36936000,36938450,36936250,36939174.70881864,36937483.56401384,36921599.63954686,152692541.90641952,2023-42-05/30/23 01:42:58
36936000,36938450,36936250,36939174.70881864,36937421.69204504,36921599.63954686,153229746.09074786,2023-42-05/30/23 01:42:59
36936000,36938450,36936250,36939174.70881864,36937421.69204504,36921599.63954686,153229746.09074786,2023-43-05/30/23 01:43:00
36936000,36938450,36936250,36939174.70881864,36937421.69204504,36921599.63954686,153229746.09074786,2023-43-05/30/23 01:43:01
36936000,36938450,36936250,36939174.70881864,36937421.69204504,36921599.63954686,153229746.09074786,2023-43-05/30/23 01:43:02
36936000,36938450,36936250,36939174.70881864,36937421.69204504,36921599.63954686,153229746.09074786,2023-43-05/30/23 01:43:03
36936000,36938450,36936250,36939174.70881864,36937421.69204504,36921599.63954686,153229746.09074786,2023-43-05/30/23 01:43:04
36936000,36938450,36936250,36937153.1565185,36937080.14195583,36921599.63954686,151012936.86550274,2023-43-05/30/23 01:43:05
36936000,36938450,36936250,36937153.1565185,36937080.14195583,36921599.63954686,151012936.86550274,2023-43-05/30/23 01:43:06
36936000,36938250,36936250,36937153.1565185,36940988.8472252,36921599.63954686,167833692.354023,2023-43-05/30/23 01:43:07
36936000,36938250,36936250,36937153.1565185,36940988.8472252,36921599.63954686,167833692.354023,2023-43-05/30/23 01:43:08
36936000,36938300,36936250,36938146.492659055,36937083.35190085,36921599.63954686,152051061.85818022,2023-43-05/30/23 01:43:09
36936000,36938300,36936250,36938146.492659055,36937083.35190085,36921599.63954686,152051061.85818022,2023-43-05/30/23 01:43:10
36931000,36936350,36935000,36932989.743589744,36938832.44533643,36925047.35256134,161615034.35339427,2023-43-05/30/23 01:43:11
36931000,36934950,36933500,36932989.743589744,36937241.30710392,36935307.85653288,150448342.02434352,2023-43-05/30/23 01:43:12
36931000,36935900,36933500,36932989.743589744,36940877.95057724,36936739.43334882,159840734.18781745,2023-43-05/30/23 01:43:13
36931000,36933150,36931250,36932989.743589744,36938190.98282443,36930832.556785084,151106243.85484922,2023-43-05/30/23 01:43:14
36931000,36930350,36930750,36932989.743589744,36932452.68586623,36926761.24945391,131873411.01675975,2023-43-05/30/23 01:43:15
36931000,36929100,36930000,36932989.743589744,36935640.574860804,36925466.11810262,146964186.9374453,2023-43-05/30/23 01:43:16
36931000,36929000,36930000,36932989.743589744,36935492.83343847,36925466.11810262,152109652.5469785,2023-43-05/30/23 01:43:17
36931000,36928800,36929000,36934770.72671443,36935509.51943168,36924711.91734743,142384857.45521545,2023-43-05/30/23 01:43:18
36931000,36928800,36929000,36934770.72671443,36935509.51943168,36924711.91734743,142384857.45521545,2023-43-05/30/23 01:43:19
36931000,36930750,36930500,36934770.72671443,36935302.1301177,36925342.88354899,144403003.52645668,2023-43-05/30/23 01:43:20
36931000,36930750,36930500,36934770.72671443,36933008.795093484,36925342.88354899,142261070.93785602,2023-43-05/30/23 01:43:21
36931000,36930300,36930500,36934770.72671443,36923077.075335294,36925342.88354899,163845169.0650633,2023-43-05/30/23 01:43:22
36931000,36929250,36930500,36934770.72671443,36921069.807889946,36925342.88354899,156484805.372119,2023-43-05/30/23 01:43:23
36931000,36928450,36929000,36934770.72671443,36925270.03083248,36924711.91734743,158693066.30063194,2023-43-05/30/23 01:43:24
36931000,36928450,36929000,36934770.72671443,36925270.03083248,36924711.91734743,158693066.30063194,2023-43-05/30/23 01:43:25
36931000,36928450,36929000,36934770.72671443,36925270.03083248,36924711.91734743,158693066.30063194,2023-43-05/30/23 01:43:26
36931000,36928450,36929000,36934770.72671443,36925270.03083248,36924711.91734743,158693066.30063194,2023-43-05/30/23 01:43:27
36931000,36928450,36929000,36934770.72671443,36925270.03083248,36924711.91734743,158693066.30063194,2023-43-05/30/23 01:43:28
36931000,36928450,36929000,36934770.72671443,36925270.03083248,36924711.91734743,158693066.30063194,2023-43-05/30/23 01:43:29
36931000,36928450,36929000,36934771.078180894,36925273.55117139,36924711.91734743,158702796.88619038,2023-43-05/30/23 01:43:30
36931000,36928450,36929000,36934771.078180894,36925273.55117139,36924711.91734743,158702796.88619038,2023-43-05/30/23 01:43:31
36931000,36928450,36929000,36934771.078180894,36925273.55117139,36924711.91734743,158702796.88619038,2023-43-05/30/23 01:43:32
36931000,36929500,36929500,36934771.078180894,36935795.40637052,36927459.49367089,135280015.10762277,2023-43-05/30/23 01:43:33
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:34
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:35
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:36
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:37
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:38
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:39
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:40
36931000,36929500,36929500,36934783.009211875,36935797.05159705,36927459.49367089,135164579.63318262,2023-43-05/30/23 01:43:41
36931000,36929500,36929500,36935000.0,36935826.16383874,36927459.49367089,130848240.35594693,2023-43-05/30/23 01:43:42
36931000,36929500,36929500,36935000.0,36935826.16383874,36927459.49367089,130848240.35594693,2023-43-05/30/23 01:43:43
36931000,36929500,36929500,36935000.0,36935826.16383874,36927459.49367089,130848240.35594693,2023-43-05/30/23 01:43:44
36932000,36930450,36931000,36935471.47950089,36932433.08752524,36928310.436200574,126422720.26319355,2023-43-05/30/23 01:43:45
36932000,36930450,36931000,36935471.47950089,36932433.08752524,36928310.436200574,126422720.26319355,2023-43-05/30/23 01:43:46
36932000,36930450,36931000,36935471.47950089,36932433.08752524,36928310.436200574,126422720.26319355,2023-43-05/30/23 01:43:47
36932000,36930450,36931000,36935471.47950089,36932433.08752524,36928310.436200574,126422720.26319355,2023-43-05/30/23 01:43:48
36932000,36930450,36931000,36935471.47950089,36932433.08752524,36928310.436200574,126422720.26319355,2023-43-05/30/23 01:43:49
36932000,36930450,36931000,36935471.47950089,36932433.08752524,36928310.436200574,126422720.26319355,2023-43-05/30/23 01:43:50
36932000,36930450,36931000,36935471.47950089,36932433.08752524,36928310.436200574,126422720.26319355,2023-43-05/30/23 01:43:51
36933000,36933500,36932000,36937098.27357238,36935754.166848,36920920.985010706,146233801.44483116,2023-43-05/30/23 01:43:52
36933000,36933500,36932000,36937098.27357238,36935754.166848,36920920.985010706,146233801.44483116,2023-43-05/30/23 01:43:53
36933000,36933500,36932000,36937098.27357238,36935754.166848,36920920.985010706,146233801.44483116,2023-43-05/30/23 01:43:54
36933000,36933500,36932000,36937098.27357238,36935754.166848,36920920.985010706,146233801.44483116,2023-43-05/30/23 01:43:55
36933000,36933500,36932000,36936722.99168975,36935552.64825111,36920920.985010706,143420290.20514354,2023-43-05/30/23 01:43:56
36933000,36937100,36934000,36936722.99168975,36934682.8047317,36938832.7631967,161357657.51133606,2023-43-05/30/23 01:43:57
36936000,36938850,36935500,36936011.55327343,36932412.86449399,36935723.916748896,154689593.876138,2023-43-05/30/23 01:43:58
36936000,36938850,36935500,36936011.55327343,36932412.86449399,36935723.916748896,154689593.876138,2023-43-05/30/23 01:43:59
36936000,36938850,36935500,36936011.55327343,36932412.86449399,36935723.916748896,154689593.876138,2023-44-05/30/23 01:44:00
36936000,36938850,36935500,36933932.560590096,36932164.41656489,36935723.916748896,152182879.53019142,2023-44-05/30/23 01:44:01
36935500,36937500,36934750,36940507.608695656,36934807.570923015,36939832.73370687,155512112.30551347,2023-44-05/30/23 01:44:02
36935500,36937500,36934750,36940507.608695656,36934807.570923015,36939832.73370687,155512112.30551347,2023-44-05/30/23 01:44:03
36935500,36937200,36934750,36940507.608695656,36934604.73889503,36939832.73370687,156126438.7029985,2023-44-05/30/23 01:44:04
36935500,36937200,36934750,36940507.608695656,36934604.73889503,36939832.73370687,156126438.7029985,2023-44-05/30/23 01:44:05
36935500,36937200,36934750,36940507.608695656,36934604.73889503,36939832.73370687,156126438.7029985,2023-44-05/30/23 01:44:06
36935500,36937200,36934750,36940507.608695656,36934604.73889503,36939832.73370687,156126438.7029985,2023-44-05/30/23 01:44:07
36935500,36937200,36934750,36940507.608695656,36934604.73889503,36939832.73370687,156126438.7029985,2023-44-05/30/23 01:44:08
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:09
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:10
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:11
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:12
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:13
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:14
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:15
36935500,36937200,36934750,36940373.58916478,36934584.93006992,36939832.73370687,155912694.14267287,2023-44-05/30/23 01:44:16
36935500,36938350,36935500,36940373.58916478,36933440.15986283,36935723.916748896,144764511.56597775,2023-44-05/30/23 01:44:17
36935500,36938050,36935250,36940373.58916478,36933084.17552521,36921993.35040476,177433608.97942683,2023-44-05/30/23 01:44:18
36935500,36938050,36935250,36940373.58916478,36933084.17552521,36921993.35040476,177433608.97942683,2023-44-05/30/23 01:44:19
36935500,36938350,36935250,36940373.58916478,36933305.14383596,36921993.35040476,177409233.22839403,2023-44-05/30/23 01:44:20
36935500,36937650,36935250,36940373.58916478,36934901.213655815,36921993.35040476,188536211.5116778,2023-44-05/30/23 01:44:21
36935500,36937650,36935250,36940373.58916478,36934901.213655815,36921993.35040476,188536211.5116778,2023-44-05/30/23 01:44:22
36937000,36944150,36947000,36934003.533568904,36940312.279698804,36931220.80088988,131319961.53441569,2023-44-05/30/23 01:44:23
36937000,36941600,36940500,36934003.533568904,36941502.05423824,36923025.73932092,145315814.05089727,2023-44-05/30/23 01:44:24
36937000,36940200,36938500,36934354.61801596,36942383.65758755,36923411.51860424,159215385.59445214,2023-44-05/30/23 01:44:25
36937000,36941600,36940500,36933758.57916918,36941488.19284752,36923025.73932092,145137828.97812575,2023-44-05/30/23 01:44:26
36937000,36940750,36939500,36933758.57916918,36942969.967507005,36923468.488517,158770137.7521815,2023-44-05/30/23 01:44:27
36937000,36941300,36939500,36933758.57916918,36943587.98879552,36923468.488517,148883988.801138,2023-44-05/30/23 01:44:28
36938000,36941850,36939250,36931452.73631841,36943765.593461424,36926384.13517562,139059180.3886996,2023-44-05/30/23 01:44:29
36938000,36941850,36939250,36931452.73631841,36943765.593461424,36926384.13517562,139059180.3886996,2023-44-05/30/23 01:44:30
36938000,36941850,36939250,36931452.73631841,36943765.593461424,36926384.13517562,139059180.3886996,2023-44-05/30/23 01:44:31
36938000,36941800,36939000,36931452.73631841,36943710.16685106,36926338.35525221,139058916.8581701,2023-44-05/30/23 01:44:32
36938000,36941800,36939000,36931452.73631841,36943710.16685106,36926338.35525221,139058916.8581701,2023-44-05/30/23 01:44:33
36938000,36941800,36939000,36931879.22705314,36943971.30828719,36926338.35525221,136006348.0345195,2023-44-05/30/23 01:44:34
36938000,36941800,36939000,36931879.22705314,36943971.30828719,36926338.35525221,136006348.0345195,2023-44-05/30/23 01:44:35
36938000,36941800,36939000,36931879.22705314,36943971.30828719,36926338.35525221,136006348.0345195,2023-44-05/30/23 01:44:36
36938500,36942300,36939750,36944332.33321567,36946210.617224306,36945094.67749474,153735862.7090295,2023-44-05/30/23 01:44:37
36938500,36942300,36939750,36944332.33321567,36946210.617224306,36945094.67749474,153735862.7090295,2023-44-05/30/23 01:44:38
36938500,36942450,36939750,36944332.33321567,36946394.92088416,36945094.67749474,153737535.6825972,2023-44-05/30/23 01:44:39
36941500,36949550,36950000,36944180.0,36937990.633505076,36931034.37319469,172345805.48127186,2023-44-05/30/23 01:44:40
36941500,36946550,36946000,36944180.0,36944983.991183765,36932902.33113326,174237381.34740913,2023-44-05/30/23 01:44:41
36947000,36949300,36947750,36945292.30769231,36943201.21289068,36932917.73323053,161768870.01040468,2023-44-05/30/23 01:44:42
36947000,36950100,36948500,36945292.30769231,36944190.267933376,36953513.50470888,154678544.4455517,2023-44-05/30/23 01:44:43
36947000,36950400,36948500,36945292.30769231,36944499.68243289,36953796.33913597,160013306.16779566,2023-44-05/30/23 01:44:44
36947000,36954500,36955750,36945292.30769231,36945758.724597916,36944495.14402515,169990391.02580333,2023-44-05/30/23 01:44:45
36947000,36968150,36969250,36945496.73202614,36954736.99957106,36962863.354145594,160980861.50384155,2023-44-05/30/23 01:44:46
36947000,36966850,36969000,36945496.73202614,36956624.55648927,36949035.54913295,157108556.88155642,2023-44-05/30/23 01:44:47
36947000,36963850,36966500,36945496.73202614,36949886.627067104,36937535.69918737,162332376.88975143,2023-44-05/30/23 01:44:48
36947000,36962650,36965250,36945496.73202614,36949294.168647885,36936812.87288109,155612144.8149289,2023-44-05/30/23 01:44:49
36947000,36962100,36964000,36945496.73202614,36948740.25354639,36949526.385567844,160613585.8772058,2023-44-05/30/23 01:44:50
36947000,36953750,36951500,36945496.73202614,36948395.06758291,36951102.07274149,139926343.206776,2023-44-05/30/23 01:44:51
36947000,36953750,36951500,36945496.73202614,36948357.077923,36951102.07274149,140484694.18959492,2023-44-05/30/23 01:44:52
36947000,36953750,36951500,36945496.73202614,36948357.077923,36951102.07274149,140484694.18959492,2023-44-05/30/23 01:44:53
36947000,36953750,36951500,36945496.73202614,36948357.077923,36951102.07274149,140484694.18959492,2023-44-05/30/23 01:44:54
36947000,36953350,36951500,36945496.73202614,36953496.78232942,36951102.07274149,146229119.52730402,2023-44-05/30/23 01:44:55
36953500,36956900,36958500,36956670.45454545,36951134.254957505,36938584.13259297,135256733.1023098,2023-44-05/30/23 01:44:56
36953500,36955650,36954500,36956670.45454545,36953905.215346225,36937711.98349579,147204429.67793426,2023-44-05/30/23 01:44:57
36953500,36954050,36951250,36956670.45454545,36952534.764482945,36939195.3099643,138137432.1398419,2023-44-05/30/23 01:44:58
36953500,36954050,36951250,36956670.45454545,36952534.764482945,36939195.3099643,138137432.1398419,2023-44-05/30/23 01:44:59
36953500,36954050,36951250,36956670.45454545,36952534.764482945,36939195.3099643,138137432.1398419,2023-45-05/30/23 01:45:00
36953000,36956700,36956750,36945534.27065026,36949362.94030795,36956682.68975291,155299693.63745326,2023-45-05/30/23 01:45:01
36953000,36956700,36956750,36945534.27065026,36949362.94030795,36956682.68975291,155299693.63745326,2023-45-05/30/23 01:45:02
